Style Key,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
8,6.3,4.05,25,50,27,61,11,56,61,46,0,40,77,14,110
8,5.2,3.82,25,50,6,12,1,45,17,36,0,39,50,0,23
8,6.8,3.63,25,50,19,57,13,42,68,25,0,29,54,12,70
8,5.6,3.66,25,50,25,50,12,72,61,20,0,21,59,26,139
97,9.6,4.17,60,100,11,47,37,88,73,31,0,46,90,0,77
97,10.2,4.13,60,100,8,38,29,39,99,32,0,57,37,7,72
97,15.0,4.02,60,100,20,55,82,56,170,30,0,107,43,13,62
97,14.3,4.33,60,100,11,65,94,40,142,25,0,63,23,27,133
97,10.2,4.22,60,100,6,55,31,107,97,27,1,57,120,14,119
97,11.0,4.06,60,100,9,49,45,78,83,36,1,52,97,12,117
97,10.5,4.24,60,100,18,71,52,90,125,72,0,101,105,24,105
97,10.9,4.09,60,100,14,49,44,47,74,28,0,43,68,17,89
97,11.0,4.14,60,100,14,58,36,52,117,29,0,54,67,13,122
97,9.3,4.15,60,100,17,74,41,66,143,38,1,78,72,11,130
97,12.2,4.18,60,100,7,60,74,48,82,20,0,53,50,20,92
97,11.5,4.05,60,100,13,51,35,88,80,41,0,65,86,14,83
97,11.5,4.18,60,100,14,55,34,66,102,36,1,53,82,22,98
97,17.3,4.57,60,100,4,68,33,31,141,26,0,66,15,20,88
97,12.8,4.29,60,100,6,39,56,25,101,23,5,45,48,21,134
97,11.1,3.96,60,100,12,62,66,38,52,20,0,32,42,22,103
97,10.2,3.94,60,100,23,54,61,70,125,33,0,54,62,22,119
97,10.4,3.87,60,100,7,47,39,64,97,27,1,46,67,2,110
97,10.9,3.9,60,100,12,44,35,70,74,39,1,45,81,17,99
97,11.5,3.8,60,100,11,60,47,67,110,73,2,120,98,6,100
97,10.0,3.59,60,100,8,34,33,29,70,28,0,41,35,4,67
97,14.0,4.56,60,100,8,47,36,14,81,14,0,35,10,10,76
97,11.5,3.56,60,100,5,65,41,60,146,78,0,117,71,25,104
97,11.5,3.97,60,100,11,68,37,80,109,67,0,83,96,5,87
97,11.5,4.29,60,100,10,69,31,66,124,43,1,60,77,10,108
97,11.0,3.86,60,100,14,57,43,86,86,36,1,61,96,16,95
97,10.0,3.9,60,100,34,41,29,86,50,28,0,34,114,9,83
97,11.6,3.99,60,100,11,75,43,89,89,46,0,54,106,17,97
97,10.3,3.81,60,100,9,42,40,84,113,34,0,73,93,11,80
97,11.4,3.78,60,100,12,71,61,57,98,48,1,59,59,14,89
97,12.5,4.38,60,100,13,58,66,38,86,36,0,61,42,35,92
97,12.7,4.19,60,100,18,67,94,43,134,34,0,57,53,32,132
97,10.0,4.07,60,100,18,70,43,85,92,26,1,53,95,15,113
97,11.0,4.31,60,100,9,57,67,26,113,20,0,36,23,25,132
97,10.0,3.86,60,100,15,73,45,78,125,80,2,122,117,9,103
97,12.0,3.83,60,100,14,50,58,67,137,71,0,110,79,12,114
97,10.5,4.02,60,100,9,58,31,29,238,31,0,54,28,16,195
97,13.8,4.09,60,100,9,60,79,42,92,11,0,28,38,24,137
97,9.0,3.89,60,100,8,47,34,41,88,33,0,31,45,11,83
97,10.0,3.72,60,100,13,41,40,61,85,38,0,47,61,4,104
97,10.0,4.2,60,100,19,69,22,137,154,49,8,61,49,32,230
97,12.0,4.04,60,100,10,53,63,53,71,22,1,32,56,23,114
97,10.0,3.87,60,100,14,66,38,61,107,39,0,64,69,6,119
97,13.1,4.02,60,100,7,66,93,34,92,32,0,55,22,33,102
97,9.5,3.94,60,100,25,55,39,90,116,56,3,88,105,4,102
97,9.5,3.9,60,100,15,72,50,79,103,42,0,53,69,27,107
97,10.0,3.87,60,100,9,59,37,45,100,34,0,44,60,11,115
97,11.6,3.89,60,100,8,43,38,65,71,45,1,66,81,5,70
97,10.0,4.01,60,100,14,53,26,76,69,38,0,47,99,13,102
97,10.5,4.24,60,100,7,62,45,56,127,39,1,49,62,4,108
98,14.4,4.55,40,60,5,76,72,37,132,30,0,69,17,36,163
98,12.5,4.55,40,60,5,51,74,24,105,23,0,50,19,18,112
98,13.3,4.18,40,60,7,56,55,19,103,27,0,68,19,27,88
98,11.1,3.7,40,60,2,44,47,29,138,26,0,62,31,15,97
98,14.0,4.48,40,60,10,66,86,37,156,34,1,77,12,27,168
98,10.0,3.94,40,60,10,62,37,56,116,36,0,82,64,15,110
98,12.0,4.32,40,60,10,45,49,16,67,13,0,35,9,32,101
98,11.0,4.27,40,60,18,56,19,32,119,28,0,77,29,18,104
98,11.5,4.31,40,60,5,58,39,31,137,31,0,71,25,26,104
98,13.2,4.38,40,60,10,72,69,28,123,23,0,49,23,24,141
98,10.2,3.88,40,60,8,43,50,22,100,25,0,63,21,9,65
98,15.0,4.35,40,60,10,65,89,42,120,30,0,70,24,43,151
98,14.5,4.44,40,60,7,47,94,24,99,14,1,44,8,25,123
98,9.0,4.63,40,60,11,63,77,13,154,23,0,68,13,35,140
98,10.0,3.85,40,60,11,68,49,36,109,36,1,80,35,18,109
98,10.2,3.98,40,60,8,49,27,22,87,22,1,27,19,9,110
98,12.5,4.09,40,60,10,66,79,30,117,26,1,64,20,36,146
98,11.5,4.04,40,60,9,54,59,11,126,22,1,64,6,54,74
98,13.0,4.46,40,60,5,54,64,6,151,36,0,51,4,14,120
98,10.0,4.39,40,60,4,62,64,13,123,31,0,46,7,18,96
98,11.5,4.11,40,60,9,38,48,23,188,74,0,93,22,30,93
98,11.8,4.26,40,60,7,65,83,23,119,14,0,54,10,28,132
98,12.5,4.23,40,60,18,57,71,96,67,11,0,12,17,25,186
98,11.5,4.19,40,60,7,48,38,23,148,36,0,89,9,14,76
98,12.5,4.18,40,60,9,56,72,44,109,21,0,42,48,25,131
98,7.2,3.47,40,60,9,53,20,27,80,22,2,45,29,5,114
98,11.5,4.14,40,60,5,58,22,24,134,40,0,85,30,31,101
98,10.5,4.03,40,60,13,63,53,38,116,34,0,53,62,13,114
98,10.14,3.97,40,60,7,83,62,58,186,52,0,105,40,17,170
98,10.5,3.47,40,60,13,63,52,34,125,44,0,82,52,14,92
98,10.5,3.99,40,60,3,58,48,39,101,12,0,48,38,3,95
98,13.0,4.3,40,60,9,64,67,19,126,17,1,101,13,30,134
98,13.3,4.2,40,60,14,78,74,19,96,17,1,41,12,72,106
98,10.5,4.03,40,60,4,72,36,34,120,26,0,68,29,13,92
98,12.5,4.02,40,60,4,51,71,10,96,17,0,34,11,66,95
98,8.5,3.68,40,60,23,99,30,65,124,42,0,63,54,20,130
98,13.0,4.31,40,60,6,72,94,4,110,22,1,54,3,29,134
98,15.2,3.97,40,60,11,55,39,36,144,45,0,88,30,6,70
98,14.4,4.29,40,60,8,75,98,20,133,23,0,45,13,39,151
98,11.2,3.6,40,60,2,62,63,57,145,54,0,80,68,17,125
98,9.5,4.47,40,60,11,77,90,35,134,28,0,78,44,51,143
98,8.5,4.05,40,60,9,48,54,37,101,35,0,59,39,4,111
98,14.0,4.68,40,60,2,48,39,19,87,10,0,54,2,19,100
98,8.1,3.87,40,60,15,51,36,47,139,53,0,90,70,21,116
98,13.0,4.14,40,60,7,57,46,29,122,26,2,74,30,16,130
98,12.0,4.08,40,60,18,65,97,30,135,28,0,76,23,39,153
98,9.0,3.71,40,60,11,51,23,29,114,33,6,53,36,4,91
98,10.0,3.91,40,60,14,42,28,56,88,55,0,65,79,10,82
98,9.5,3.79,40,60,8,66,35,43,135,27,1,62,48,15,129
98,11.5,4.12,40,60,14,49,60,39,129,36,0,71,39,31,121
41,5.9,4.07,20,40,15,59,16,41,63,23,0,37,57,10,67
41,5.2,3.78,20,40,8,44,6,49,82,19,0,37,59,13,88
41,5.3,3.74,20,40,18,37,2,55,53,18,0,25,78,0,117
41,5.8,3.43,20,40,7,24,4,48,34,14,0,16,58,6,61
41,6.7,3.87,20,40,18,26,11,74,21,23,0,26,105,9,52
41,7.5,3.84,20,40,11,49,25,66,67,30,0,28,96,20,110
41,4.7,3.79,20,40,16,48,9,65,77,43,1,49,84,25,95
41,4.7,3.45,20,40,18,25,6,46,39,36,5,36,81,2,70
41,5.6,3.62,20,40,12,27,19,57,75,29,0,35,75,5,102
41,5.0,3.68,20,40,9,42,5,30,63,16,3,19,51,7,92
41,5.5,3.92,20,40,12,56,8,54,57,20,3,25,68,3,118
41,5.0,3.63,20,40,18,32,4,50,45,21,0,15,82,2,89
41,6.4,4.13,20,40,18,57,13,77,118,63,1,105,110,11,117
41,6.0,3.74,20,40,13,55,11,59,54,20,1,18,75,20,90
41,4.4,3.72,20,40,21,34,9,45,35,17,3,17,59,13,78
41,5.5,2.88,20,40,21,43,15,45,53,17,0,16,73,7,95
41,5.3,3.43,20,40,8,49,5,27,38,6,0,6,41,8,72
41,6.8,3.8,20,40,21,48,16,83,48,43,1,52,123,22,73
41,5.5,3.71,20,40,15,39,7,46,65,23,0,29,70,6,123
41,5.6,3.73,20,40,18,48,6,92,57,38,2,39,144,9,87
41,6.4,3.98,20,40,8,39,16,57,75,61,0,55,73,18,70
41,5.7,3.6,20,40,21,59,8,61,70,35,1,32,86,12,126
41,5.75,3.66,20,40,17,41,15,66,68,33,0,50,94,7,107
41,5.4,3.89,20,40,21,38,8,44,88,39,1,44,60,8,131
41,5.8,3.8,20,40,13,36,6,68,72,68,2,67,77,14,89
41,6.0,3.76,20,40,11,58,12,60,76,26,0,32,78,28,101
41,5.4,3.69,20,40,10,34,11,44,52,25,1,36,56,6,79
41,5.2,3.55,20,40,14,31,7,54,41,27,0,26,77,2,84
41,5.3,3.91,20,40,31,59,10,112,62,54,0,53,130,8,99
41,5.5,3.94,20,40,29,54,12,90,71,47,3,52,171,13,120
41,8.0,3.81,20,40,26,60,22,102,47,45,0,43,134,12,62
41,5.9,3.89,20,40,24,63,10,105,74,34,1,37,140,12,126
41,5.5,3.41,20,40,20,56,12,52,75,38,0,27,66,3,109
41,6.2,3.81,20,40,9,69,22,52,61,24,0,27,67,21,112
41,5.3,3.9,20,40,20,46,8,73,27,20,0,16,97,7,85
41,5.6,3.92,20,40,15,33,11,49,51,32,0,34,85,18,93
41,6.0,3.79,20,40,9,46,4,57,37,28,0,25,66,11,67
41,5.0,3.9,20,40,13,65,13,65,87,55,0,61,86,12,76
41,5.7,3.5,20,40,10,32,4,45,56,16,0,11,75,3,95
41,4.4,3.48,20,40,16,57,5,65,58,17,0,27,86,10,71
41,5.0,3.87,20,40,14,59,9,87,79,30,0,38,112,9,105
41,4.5,3.2,20,40,32,38,8,46,31,52,1,48,139,7,50
41,5.5,3.98,20,40,20,46,2,98,48,47,0,54,129,5,101
41,5.5,3.73,20,40,7,44,14,39,68,36,2,33,60,8,96
41,6.5,3.82,20,40,23,40,21,58,96,33,0,42,74,13,106
41,4.8,3.88,20,40,18,62,10,62,95,36,0,42,76,14,94
41,7.5,4.01,20,40,11,89,27,111,86,32,0,40,115,13,169
41,4.5,3.89,20,40,16,46,18,65,52,33,0,25,69,6,72
41,6.5,4.25,20,40,9,48,11,97,55,49,0,65,129,6,89
41,5.0,3.78,20,40,13,26,8,49,54,19,0,29,62,8,83
40,4.3,3.67,20,35,14,35,3,53,66,28,1,32,58,1,79
40,4.7,3.94,20,35,21,49,9,58,67,32,0,33,101,6,108
40,4.2,3.88,20,35,29,43,15,62,52,47,2,38,101,23,81
40,4.5,3.61,20,35,16,22,6,51,29,16,1,15,76,6,61
40,4.8,3.95,20,35,20,69,14,74,44,24,0,20,84,13,89
40,4.4,2.98,20,35,20,40,6,58,35,30,0,25,80,3,79
40,5.0,3.5,20,35,11,38,10,65,55,7,0,4,75,9,89
40,4.7,3.78,20,35,15,60,9,65,49,20,0,24,93,14,97
40,5.0,2.85,20,35,20,39,8,37,31,30,1,19,43,2,56
40,4.0,4.02,20,35,12,83,5,58,44,24,1,25,85,32,88
40,4.3,3.47,20,35,8,50,2,45,36,10,1,8,49,23,64
40,4.2,3.6,20,35,17,40,6,54,48,35,0,23,65,17,88
40,5.0,3.61,20,35,18,61,4,77,55,26,0,22,101,13,89
40,4.1,3.47,20,35,14,41,6,67,48,44,3,72,85,11,69
40,5.0,3.66,20,35,37,35,3,66,18,26,0,18,85,9,36
40,3.5,3.31,20,35,7,73,14,33,63,17,2,18,49,4,99
40,4.1,3.63,20,35,18,49,15,94,97,49,2,55,127,9,85
40,6.0,3.46,20,35,9,59,20,37,60,13,0,18,45,19,80
40,3.4,3.77,20,35,18,52,5,73,34,19,0,17,85,11,74
40,4.2,3.46,20,35,12,41,19,49,47,27,0,24,77,9,74
40,5.0,3.73,20,35,27,50,7,58,62,34,3,30,96,8,116
40,3.8,3.8,20,35,15,47,7,61,30,30,1,31,67,13,49
40,5.0,3.57,20,35,12,25,5,42,27,30,2,27,74,16,48
40,4.8,3.49,20,35,10,51,10,73,62,25,0,38,95,9,87
40,4.3,3.7,20,35,19,47,12,71,73,28,0,33,78,14,122
40,4.5,3.76,20,35,19,38,8,70,55,72,0,81,112,7,55
40,3.6,3.25,20,35,14,96,10,40,62,21,1,20,55,2,74
40,4.0,3.67,20,35,15,40,8,79,60,31,4,29,105,4,117
40,4.5,3.63,20,35,14,85,10,74,32,31,0,30,91,37,82
40,4.0,3.55,20,35,15,59,7,68,60,17,1,22,91,3,104
40,4.9,3.52,20,35,14,36,10,54,33,30,2,29,78,6,63
40,4.0,3.76,20,35,26,42,5,74,37,44,1,42,100,11,69
40,5.5,3.62,20,35,14,56,5,61,43,38,3,41,78,8,82
40,3.8,2.95,20,35,2,51,6,41,13,6,0,6,50,3,34
40,4.2,3.44,20,35,13,36,10,53,58,43,2,41,81,7,81
40,4.4,3.63,20,35,31,51,2,64,55,73,0,66,82,6,69
40,4.3,3.74,20,35,34,49,13,88,41,59,2,60,112,12,64
40,3.8,3.89,20,35,25,57,8,67,15,33,0,29,85,21,23
40,4.0,3.72,20,35,10,91,9,58,62,42,1,41,68,21,75
40,3.5,3.62,20,35,9,31,8,44,13,24,3,26,61,9,53
40,3.7,3.12,20,35,15,40,4,65,37,34,0,30,80,6,63
40,3.7,3.53,20,35,17,45,2,79,47,28,0,20,101,11,82
40,4.0,3.74,20,35,16,49,13,60,62,22,0,16,66,12,89
40,4.8,3.99,20,35,13,47,7,54,40,28,0,29,64,14,64
40,4.0,4.05,20,35,14,66,10,79,78,39,3,45,101,11,125
40,4.2,3.6,20,35,24,58,11,52,77,37,2,31,91,9,109
40,4.0,3.89,20,35,18,64,6,60,18,24,1,19,82,24,48
40,3.5,3.87,20,35,23,60,9,83,71,56,0,58,117,16,113
40,4.8,3.85,20,35,18,44,6,86,39,59,1,70,120,14,59
40,4.1,3.71,20,35,18,60,10,95,63,42,0,39,109,13,90
43,5.2,3.72,15,25,30,19,2,61,17,41,2,48,88,3,38
43,5.0,3.92,15,25,13,38,7,54,39,38,0,40,81,2,50
43,4.4,3.58,15,25,9,25,7,31,35,27,2,35,49,0,34
43,5.0,3.69,15,25,28,37,8,62,48,79,0,82,102,17,100
43,4.7,3.49,15,25,15,16,7,11,34,7,1,8,14,1,42
43,5.1,3.0,15,25,28,34,8,29,31,25,1,19,49,5,54
43,4.1,4.28,15,25,21,28,8,33,21,69,3,81,26,4,16
43,5.1,3.33,15,25,15,41,13,34,45,39,7,35,61,4,85
43,7.2,3.99,15,25,13,56,11,14,61,32,1,23,18,93,67
43,5.1,3.46,15,25,14,17,10,24,26,21,8,26,39,10,36
43,5.0,2.62,15,25,6,12,4,20,12,2,0,2,28,0,23
43,5.1,3.53,15,25,36,31,6,43,47,58,3,50,71,4,107
43,5.25,3.71,15,25,29,41,10,28,27,26,5,30,41,6,67
43,4.6,3.51,15,25,12,17,6,28,27,35,4,33,41,14,46
43,5.0,3.36,15,25,22,40,10,22,34,45,3,34,50,7,64
43,4.0,4.24,15,25,31,39,4,72,37,75,3,101,97,2,55
43,4.5,3.84,15,25,21,45,4,107,40,1,1,8,28,22,150
43,4.3,3.62,15,25,48,42,13,71,22,80,2,97,55,0,45
43,5.3,3.36,15,25,27,38,6,31,57,42,1,42,44,7,84
43,4.0,4.13,15,25,30,40,4,60,35,86,1,101,74,3,43
43,5.1,3.5,15,25,24,26,7,43,38,32,1,37,70,7,68
43,4.4,3.27,15,25,16,22,3,25,14,25,6,27,37,1,46
43,4.5,3.66,15,25,27,38,4,51,27,43,0,36,80,8,49
43,5.0,3.77,15,25,34,35,8,58,37,45,3,52,88,6,65
43,4.2,3.75,15,25,23,44,9,55,41,54,5,74,97,5,67
43,4.5,3.44,15,25,22,31,7,34,33,27,3,31,53,3,61
43,5.2,3.5,15,25,12,31,7,21,37,19,6,15,39,6,59
43,4.0,3.49,15,25,27,34,6,41,30,48,4,48,61,1,65
43,4.1,4.23,15,25,19,38,6,56,73,77,0,153,70,5,29
43,5.3,3.67,15,25,13,28,7,62,17,24,0,23,83,1,69
43,5.5,3.85,15,25,11,34,8,92,28,15,0,22,35,2,124
43,4.7,3.38,15,25,19,46,18,36,78,24,6,27,73,28,120
43,4.85,3.12,15,25,18,41,4,33,27,16,2,14,64,3,51
43,4.1,4.21,15,25,24,38,8,59,37,82,0,142,71,5,32
43,5.3,3.3,15,25,45,47,5,55,66,49,0,54,82,8,102
43,5.0,2.94,15,25,19,31,6,33,30,25,0,18,39,2,43
43,4.8,3.46,15,25,26,32,19,32,45,35,4,41,50,4,92
43,3.7,4.12,15,25,37,36,6,69,30,57,3,82,136,5,26
43,4.8,3.75,15,25,16,28,3,43,23,62,5,62,67,1,33
43,4.1,4.2,15,25,30,45,7,55,46,57,5,86,64,14,40
43,4.5,3.32,15,25,15,23,5,17,21,32,0,34,27,3,44
43,4.7,3.55,15,25,22,31,7,51,42,48,2,61,70,9,69
43,5.4,3.59,15,25,32,27,13,53,28,67,2,68,63,4,43
43,5.0,3.99,15,25,28,35,16,102,30,64,5,76,148,9,62
43,4.6,3.44,15,25,19,33,3,36,22,35,1,27,54,3,60
43,5.0,3.39,15,25,25,30,6,27,32,24,3,24,39,0,66
43,4.9,3.51,15,25,10,24,7,36,49,52,2,44,52,3,66
43,5.1,3.32,15,25,21,21,9,29,18,5,1,5,44,4,50
43,4.8,3.6,15,25,20,25,6,31,18,21,0,13,48,6,54
43,4.7,3.68,15,25,32,34,9,29,26,17,3,17,46,7,48
42,6.6,3.6,15,30,14,23,12,13,34,11,0,28,16,22,32
42,6.8,3.92,15,30,19,28,12,20,47,36,0,38,25,17,41
42,5.8,4.28,15,30,33,46,10,44,40,55,0,70,57,32,46
42,6.0,3.89,15,30,31,33,10,74,45,49,4,72,112,38,63
42,6.7,3.71,15,30,11,31,16,19,63,57,2,45,22,25,45
42,6.0,3.86,15,30,13,38,12,24,66,41,0,54,45,16,66
42,6.8,3.92,15,30,45,34,14,41,32,52,4,55,53,30,36
42,8.0,3.93,15,30,17,37,26,24,92,76,3,96,61,24,61
42,6.5,3.77,15,30,23,53,28,28,61,45,0,52,36,25,45
42,7.5,3.73,15,30,22,31,28,20,71,40,3,64,28,29,42
42,8.5,3.67,15,30,13,31,35,18,68,41,2,46,29,23,33
42,6.5,3.99,15,30,19,42,21,27,72,52,0,74,49,41,66
42,7.0,3.91,15,30,16,29,21,20,50,30,0,42,32,15,42
42,6.6,3.53,15,30,29,35,13,38,65,68,0,61,60,13,54
42,4.5,3.87,15,30,25,39,8,67,30,94,6,127,76,28,38
42,6.0,3.9,15,30,33,35,22,28,82,59,0,63,61,33,56
42,7.5,3.91,15,30,29,38,20,39,78,65,0,77,63,32,35
42,6.5,3.88,15,30,25,33,14,30,61,57,2,64,52,37,49
42,6.8,3.58,15,30,9,26,14,8,74,38,0,35,15,36,55
42,5.5,3.82,15,30,19,46,16,53,73,69,1,57,85,35,67
42,8.0,3.96,15,30,31,52,24,23,79,103,0,85,63,48,71
42,6.5,3.62,15,30,26,47,13,33,78,49,1,62,43,26,69
42,6.0,3.46,15,30,15,38,16,27,75,44,5,43,37,34,62
42,5.8,3.62,15,30,38,40,16,18,113,83,4,138,49,35,40
42,5.2,3.74,15,30,24,23,10,12,56,37,0,40,28,19,34
42,5.5,3.79,15,30,21,27,9,19,41,49,1,60,39,25,40
42,6.0,3.83,15,30,15,22,5,17,29,41,2,43,21,19,30
42,5.0,3.45,15,30,21,32,10,30,54,50,3,59,45,22,62
42,6.5,3.87,15,30,16,43,19,27,82,65,0,79,44,29,39
42,6.5,3.52,15,30,23,47,15,24,62,47,5,56,54,24,62
42,6.5,3.64,15,30,18,38,21,28,81,64,0,66,49,35,66
42,6.3,3.63,15,30,17,25,15,33,76,44,3,49,55,30,65
42,6.6,3.39,15,30,8,14,3,13,33,19,1,21,21,9,18
42,7.0,3.75,15,30,20,39,26,28,58,51,1,72,48,29,43
42,6.3,3.57,15,30,27,35,20,27,54,54,4,54,33,34,57
42,6.5,3.28,15,30,1,11,3,9,18,10,0,10,10,7,21
42,6.5,3.8,15,30,22,34,10,37,89,76,1,71,52,26,72
42,7.0,3.52,15,30,13,21,13,17,39,27,0,35,25,16,29
42,6.0,3.25,15,30,11,34,14,21,31,82,0,79,43,15,22
42,6.0,3.51,15,30,21,42,20,24,64,54,0,50,41,16,39
42,6.8,3.42,15,30,16,40,19,26,94,44,0,52,41,36,71
42,6.5,3.41,15,30,12,11,6,9,13,16,0,11,12,2,7
42,5.0,3.64,15,30,20,12,6,14,27,25,3,28,37,18,42
42,6.0,3.85,15,30,9,18,6,5,23,25,3,35,10,26,16
42,6.0,3.38,15,30,20,24,10,21,28,34,0,30,29,14,30
42,6.0,3.49,15,30,22,44,7,28,60,46,0,45,38,28,31
42,6.1,3.77,15,30,14,27,9,21,51,41,3,57,44,19,28
42,5.5,3.61,15,30,32,34,10,25,51,58,0,72,32,43,61
42,6.0,3.89,15,30,17,11,10,12,62,40,0,46,18,19,38
42,6.5,3.71,15,30,10,18,4,13,27,21,0,21,20,8,16
2,6.7,4.37,17,27,7,75,17,48,93,18,1,37,21,11,127
2,8.2,3.97,17,27,11,63,17,16,117,25,0,38,15,10,93
2,7.6,3.92,17,27,9,43,16,23,93,15,1,42,21,9,111
2,7.9,3.95,17,27,10,31,19,21,75,17,1,24,20,4,86
2,7.4,4.21,17,27,14,72,11,30,92,20,0,50,11,13,127
2,14.0,4.09,17,27,6,52,57,16,138,18,0,58,14,10,104
2,9.5,3.96,17,27,4,30,37,22,87,25,1,38,15,15,92
2,8.0,3.85,17,27,4,66,31,29,93,15,1,37,26,9,125
2,7.1,4.31,17,27,7,71,20,31,100,21,1,55,31,7,140
2,7.2,3.66,17,27,11,39,20,20,55,14,0,21,22,8,86
2,7.0,3.75,17,27,5,62,19,124,54,6,1,8,23,19,192
2,11.0,4.0,17,27,10,44,65,26,107,25,2,43,21,9,78
2,8.5,4.24,17,27,5,63,40,53,98,23,0,45,40,9,114
2,7.5,3.95,17,27,10,61,16,22,104,29,1,55,40,23,125
2,8.2,4.05,17,27,13,62,36,25,93,17,0,37,36,16,100
2,8.2,3.69,17,27,12,69,47,26,115,51,2,52,30,5,119
2,7.8,4.07,17,27,7,72,31,32,118,30,0,52,28,11,158
2,6.9,4.13,17,27,6,67,22,30,102,11,1,42,18,9,148
2,8.0,3.69,17,27,7,53,21,19,120,28,4,56,27,13,123
2,7.6,4.08,17,27,8,70,11,30,100,28,0,43,30,22,135
2,9.6,3.65,17,27,8,54,49,15,97,18,0,25,19,4,75
2,9.5,3.53,17,27,15,89,25,62,127,18,2,60,48,4,165
2,8.5,3.99,17,27,10,106,31,33,121,27,0,72,27,21,144
2,7.2,3.87,17,27,8,46,18,35,112,22,0,54,29,7,105
2,7.5,3.58,17,27,11,44,21,30,75,15,1,25,29,28,85
2,8.5,4.02,17,27,13,64,20,26,116,27,0,44,29,15,127
2,11.5,4.18,17,27,12,65,93,13,86,16,2,38,13,31,147
2,9.0,3.96,17,27,18,62,23,20,130,28,0,74,3,6,126
2,7.8,3.87,17,27,7,77,58,31,109,39,0,46,36,10,123
2,7.7,3.64,17,27,5,43,14,11,71,17,1,27,6,10,81
2,8.5,3.74,17,27,9,49,42,50,89,17,0,34,39,17,104
2,7.2,4.13,17,27,15,87,37,58,152,42,0,72,47,8,172
2,12.5,3.9,17,27,6,100,69,32,216,43,0,124,13,16,157
2,7.5,3.71,17,27,5,59,14,18,91,10,0,20,14,16,113
