한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방,인구,면적,인구밀도,음료점,사업체수,총종사자수,총여성종사자수,운영평균,폐업평균,기간_2015,기간_2016,기간_2017,기간_2018,기간_2019
432,32,166,34,106,51,26,52,30,55,62,20,19,2,7,40,25,28,7,30439,2.93,10389,160,7525,78122,32161,102.5,48.75,0,0,1,0,0
166,5,93,55,47,41,18,40,17,20,28,17,1,5,9,22,8,14,3,31285,0.88,35551,72,2869,27550,13895,94.25,47.5,0,0,1,0,0
224,92,84,34,50,52,26,37,28,29,40,28,30,3,11,22,20,16,6,47275,5.76,8207,105,3599,43639,14949,92.25,48.5,0,0,1,0,0
307,74,91,97,49,40,28,43,19,51,38,18,49,1,10,16,21,15,7,23836,7.58,3145,86,5271,49006,15821,102.5,46.5,0,0,1,0,0
175,17,91,14,53,31,21,23,23,26,30,20,4,2,6,15,7,9,3,34940,1.76,19852,46,2137,17616,7128,98.75,48.0,0,0,1,0,0
25,42,24,6,7,24,7,7,9,3,4,3,3,1,2,1,2,2,2,13191,0.46,28676,8,506,1701,919,103.75,54.0,0,0,1,0,0
86,78,55,33,26,56,16,19,17,6,11,15,0,4,12,5,4,6,2,24735,0.64,38648,22,1034,2867,1617,104.5,58.0,0,0,1,0,0
46,32,25,16,22,22,9,7,7,8,7,6,2,4,4,4,2,4,4,14452,0.84,17205,8,635,1894,1018,111.25,55.75,0,0,1,0,0
121,103,33,3,25,25,34,16,14,6,11,9,16,5,40,6,9,4,2,24193,1.06,22824,18,3282,11918,4034,116.75,53.0,0,0,1,0,0
130,38,34,10,65,24,17,47,10,25,27,15,0,1,4,14,14,4,13,12812,1.11,11542,69,1106,11748,5817,85.5,52.25,0,0,1,0,0
60,65,51,9,13,21,14,10,8,11,17,5,7,0,1,5,2,3,1,17676,1.98,8927,19,1601,8806,3543,108.0,50.5,0,0,1,0,0
140,82,52,19,15,23,12,19,9,13,22,11,12,3,7,8,8,6,2,16413,0.89,18442,66,2346,17723,6912,85.75,51.25,0,0,1,0,0
159,96,43,40,46,30,25,33,16,22,17,14,26,8,4,14,5,9,4,18783,1.18,15918,45,2605,18333,6624,96.0,49.5,0,0,1,0,0
218,296,70,22,24,16,33,22,8,26,41,11,43,2,3,16,15,7,4,12056,1.03,11705,73,5203,47180,17221,86.0,51.0,0,0,1,0,0
31,57,16,5,6,21,12,9,8,4,6,3,7,6,3,2,3,3,1,11987,0.68,17628,6,692,2393,991,106.25,48.25,0,0,1,0,0
40,35,56,11,8,30,8,11,18,3,11,8,4,1,9,4,1,13,2,27453,1.95,14078,24,867,3225,1773,84.75,51.75,0,0,1,0,0
35,70,38,14,13,26,12,7,10,4,9,8,0,5,3,2,2,2,4,18185,0.41,44354,6,803,2718,1538,94.5,52.75,0,0,1,0,0
172,65,106,36,55,59,25,27,12,16,25,14,7,8,10,7,5,13,3,27582,0.72,38308,52,2079,11017,5943,78.25,52.0,0,0,1,0,0
118,55,37,26,40,32,43,24,13,14,15,8,76,9,9,6,6,3,7,16687,2.32,7193,25,2089,13476,4405,116.5,51.75,0,0,1,0,0
11,58,14,4,5,14,9,5,8,1,2,4,4,0,1,1,1,2,1,16696,0.57,29291,8,379,1053,546,109.75,53.0,0,0,1,0,0
110,47,34,99,14,38,21,32,12,11,14,13,2,8,12,13,5,17,4,14387,0.59,24385,37,1459,9210,4728,85.75,52.0,0,0,1,0,0
15,55,27,19,2,24,6,12,11,2,6,8,1,1,3,1,0,4,0,25423,0.42,60531,15,592,2046,1182,82.75,51.0,0,0,1,0,0
47,68,55,35,51,43,19,30,14,8,7,11,0,15,13,4,3,12,3,37797,0.79,47844,24,1092,3950,2452,109.75,54.0,0,0,1,0,0
52,44,32,73,13,30,11,12,9,3,8,5,5,4,5,5,1,10,3,12345,0.58,21284,16,935,4269,2601,84.75,55.0,0,0,1,0,0
10,49,18,5,3,10,6,4,9,1,4,2,2,0,7,1,0,1,1,16745,0.49,34173,9,389,1802,842,97.25,50.75,0,0,1,0,0
16,38,30,10,1,15,7,9,8,0,2,5,0,2,4,2,0,4,0,25269,0.48,52644,8,433,2294,1480,94.0,46.25,0,0,1,0,0
144,30,70,76,101,94,18,60,16,28,33,19,5,5,4,14,10,19,7,16614,0.73,22759,94,1995,9940,5454,92.25,48.25,0,0,1,0,0
83,55,44,16,28,35,17,9,12,5,15,9,12,6,7,6,2,4,3,17260,0.56,30821,11,1330,5229,2453,104.75,49.25,0,0,1,0,0
171,69,53,39,64,54,31,39,18,18,21,19,6,15,18,13,10,9,2,27082,0.92,29437,56,1906,10312,5370,96.5,52.0,0,0,1,0,0
173,187,72,34,55,69,32,27,23,17,21,19,15,9,15,8,12,6,6,34628,1.73,20016,25,2137,10117,4454,109.25,51.75,0,0,1,0,0
84,28,37,34,17,26,16,10,10,2,18,9,9,4,6,6,1,12,2,17996,2.86,6292,50,1132,5170,2609,102.75,63.0,0,0,1,0,0
116,49,34,11,75,42,22,33,11,18,37,13,6,0,1,22,8,11,15,17387,1.33,13073,83,1456,12813,7388,93.0,52.5,0,0,1,0,0
72,111,36,22,13,40,25,17,17,10,12,16,16,9,9,6,2,8,1,28161,0.81,34767,14,1351,5039,2540,107.5,49.0,0,0,1,0,0
114,93,33,34,29,47,19,30,16,21,20,14,15,8,14,6,7,10,8,20823,1.36,15311,47,1589,7619,3393,94.25,51.75,0,0,1,0,0
55,115,32,16,21,33,27,12,19,8,10,5,5,3,6,5,4,2,4,21336,0.7,30480,9,928,2339,1262,112.5,54.0,0,0,1,0,0
93,82,46,39,51,39,31,14,11,11,8,10,13,16,18,7,4,4,2,18517,0.67,27637,10,1478,4599,2316,126.25,52.5,0,0,1,0,0
26,60,16,11,7,15,13,5,8,0,3,3,9,1,4,3,1,2,2,12336,0.65,18978,4,628,2722,1244,117.75,59.75,0,0,1,0,0
47,41,27,6,11,29,12,11,13,5,11,9,8,0,6,3,2,4,1,18901,0.44,42957,10,753,2064,1083,98.5,51.25,0,0,1,0,0
57,107,34,12,15,29,12,11,11,9,11,14,8,2,5,5,4,4,5,24495,1.17,20936,16,887,2819,1361,106.0,59.0,0,0,1,0,0
61,49,14,3,22,26,16,11,5,4,9,9,5,1,5,8,7,3,3,17366,3.71,4681,17,677,4302,1947,110.75,57.0,0,0,1,0,0
66,78,33,10,17,28,25,8,15,5,12,12,3,5,10,2,8,7,5,27423,3.13,8761,12,921,4242,1773,96.75,54.0,0,0,1,0,0
125,159,61,34,39,64,27,34,29,16,25,19,10,9,15,8,8,8,8,42926,1.46,29401,34,2022,7350,3735,104.5,54.25,0,0,1,0,0
54,6,0,0,5,0,18,2,0,0,2,0,3,3,2,0,0,1,0,905,1.34,675,3,2800,10718,3162,102.0,66.75,0,0,1,0,0
100,89,66,42,29,69,26,18,23,27,14,14,17,3,9,9,6,12,9,34681,0.96,36126,40,1869,9696,4413,99.75,47.25,0,0,1,0,0
253,85,88,41,67,55,17,34,18,130,33,23,19,9,4,9,17,14,10,28251,1.13,25001,60,3587,26403,9840,88.75,44.5,0,0,1,0,0
45,88,21,9,17,32,8,12,9,13,11,6,8,5,7,4,5,2,4,13466,0.51,26404,18,839,3732,1788,86.5,46.5,0,0,1,0,0
44,94,37,9,18,28,8,9,12,12,9,9,5,5,8,1,5,5,4,17915,0.53,33802,10,905,4088,1934,105.75,53.5,0,0,1,0,0
71,159,44,13,35,38,18,8,15,10,11,5,5,3,8,2,5,2,2,22047,0.58,38012,10,960,2333,1152,100.75,49.5,0,0,1,0,0
87,157,29,49,28,44,16,14,10,11,8,12,8,9,15,7,5,7,2,20857,0.89,23435,13,1352,4337,1877,106.75,51.25,0,0,1,0,0
80,65,62,82,9,49,10,15,15,21,15,12,17,0,9,9,7,4,2,21608,0.56,38586,32,1370,9087,3263,90.75,47.5,0,0,1,0,0
207,15,161,312,21,29,15,48,19,5,51,17,6,2,3,18,2,14,4,27540,2.2,12518,120,5153,41271,13236,52.5,39.0,0,0,1,0,0
111,42,33,28,21,41,5,14,12,16,19,8,12,1,2,7,7,8,2,16758,0.5,33516,46,1382,9915,3818,91.75,46.0,0,0,1,0,0
238,72,74,33,109,43,16,24,22,59,34,26,16,5,9,23,21,10,10,25600,0.8,32000,54,2940,21081,7159,93.0,46.75,0,0,1,0,0
127,108,82,24,44,80,15,32,29,23,27,24,25,4,12,14,12,12,11,33624,0.95,35394,39,2080,14428,4425,90.5,45.5,0,0,1,0,0
181,103,107,42,59,73,25,28,28,59,39,24,16,2,12,9,14,9,6,34670,0.95,36495,53,2570,15121,6392,100.0,45.75,0,0,1,0,0
116,465,66,26,53,70,13,16,22,32,22,11,12,2,9,9,11,18,3,26318,0.79,33314,56,2535,14100,5297,98.75,45.75,0,0,1,0,0
25,32,52,26,8,36,16,34,14,1,8,8,4,4,7,3,0,11,3,21474,0.53,40517,21,893,4134,1993,94.5,46.0,0,0,1,0,0
111,158,63,26,35,55,29,18,31,17,21,20,42,0,17,10,9,8,7,38091,1.65,23085,51,2378,15311,6560,98.25,48.75,0,0,1,0,0
14,2,22,66,1,13,9,7,5,0,6,3,2,3,2,2,0,4,1,19562,3.17,6171,12,522,4455,2122,117.0,60.5,0,0,1,0,0
34,46,64,11,4,23,5,18,2,0,10,7,0,3,7,6,0,15,1,28253,2.55,11080,20,533,3457,1438,18.75,36.0,0,0,1,0,0
24,17,59,45,1,28,9,22,10,0,11,4,0,6,7,0,0,12,0,36983,2.18,16965,18,757,4563,2419,66.75,38.25,0,0,1,0,0
57,27,88,412,3,31,16,40,16,0,10,5,1,2,4,9,0,19,0,36770,1.49,24678,41,1589,10327,6157,95.75,63.0,0,0,1,0,0
14,16,55,10,5,22,10,10,12,0,6,7,0,3,11,1,1,4,2,30430,1.56,19506,8,495,1957,1224,80.0,42.0,0,0,1,0,0
147,550,34,221,10,36,17,44,10,3,20,9,1,3,2,16,3,20,0,17430,2.79,6247,71,2620,46806,17257,84.0,54.0,0,0,1,0,0
4,3,14,13,0,9,10,4,5,0,2,1,0,2,4,2,0,3,0,10444,0.6,17407,5,202,1244,702,126.75,68.25,0,0,1,0,0
325,48,88,49,151,92,19,49,29,73,43,40,17,18,7,16,18,15,19,29897,0.94,31805,63,3037,22895,9318,95.5,47.5,0,0,1,0,0
70,140,58,5,23,46,17,13,18,15,20,19,11,2,9,9,5,6,5,35217,1.37,25706,27,1388,10344,3447,82.75,44.25,0,0,1,0,0
66,69,25,15,16,31,15,15,11,11,6,5,5,8,9,4,2,5,3,16996,0.77,22073,6,752,2611,1386,111.5,52.0,0,0,1,0,0
51,62,43,21,16,32,13,12,20,10,13,19,6,3,7,3,3,5,3,25386,1.59,15966,18,1168,15033,9090,102.5,51.5,0,0,1,0,0
186,37,69,297,56,63,14,48,12,24,26,12,6,3,5,17,7,20,6,32698,1.41,23190,87,2943,21054,10426,78.0,47.0,0,0,1,0,0
64,85,63,17,27,46,20,15,17,14,20,14,7,4,7,7,7,8,4,31988,1.03,31056,25,1145,4186,1972,94.75,50.25,0,0,1,0,0
61,66,47,44,51,56,15,22,17,23,14,15,6,6,12,6,8,7,6,22212,0.53,41909,22,1233,4938,2318,95.75,49.0,0,0,1,0,0
82,64,46,22,33,68,21,30,18,17,15,20,9,8,19,7,5,10,2,27596,0.57,48414,30,1352,3950,2197,91.25,46.0,0,0,1,0,0
57,23,97,37,12,43,18,28,26,4,17,16,0,3,10,8,3,13,4,43749,1.81,24171,31,1537,9883,5491,88.75,48.5,0,0,1,0,0
122,147,48,46,66,65,30,20,13,22,15,13,23,28,19,9,7,5,20,22927,0.65,35272,15,1853,5569,2541,101.0,46.0,0,0,1,0,0
37,141,39,18,16,26,22,10,14,6,8,6,7,6,13,3,6,5,3,23280,0.61,38164,11,1223,4039,1750,106.0,48.0,0,0,1,0,0
51,120,12,15,20,30,30,9,8,6,9,2,11,3,12,2,3,2,3,17649,0.87,20286,9,955,4126,1580,105.75,47.25,0,0,1,0,0
74,156,25,8,42,44,10,11,9,14,13,13,11,8,6,6,4,3,0,19675,0.52,37837,15,1174,3992,1537,93.0,48.75,0,0,1,0,0
65,91,28,24,16,32,16,11,10,13,13,11,18,3,4,4,4,3,5,16066,0.69,23284,19,1013,4814,1967,96.0,49.5,0,0,1,0,0
29,50,18,8,10,12,6,4,4,9,4,1,3,3,6,1,4,1,2,7078,0.41,17263,4,1387,3329,977,119.75,60.0,0,0,1,0,0
69,170,33,21,21,44,23,13,13,19,9,17,9,5,9,5,8,5,6,23153,1.19,19456,11,1384,5674,1943,93.5,45.5,0,0,1,0,0
75,28,63,26,42,39,8,17,12,18,10,14,17,7,13,4,4,8,3,21861,0.7,31230,28,1148,5075,2752,101.75,49.25,0,0,1,0,0
63,53,41,27,9,48,13,19,12,13,11,14,10,11,16,5,4,8,1,21261,0.52,40887,22,1110,3688,2012,92.5,46.25,0,0,1,0,0
53,213,55,16,22,50,38,24,21,13,15,14,5,3,5,5,5,9,6,50810,2.72,18680,16,1795,9428,3984,95.0,49.75,0,0,1,0,0
164,139,90,79,85,108,40,36,31,53,33,22,25,8,14,13,10,15,11,36483,1.01,36122,53,3043,14954,6920,92.0,45.25,0,0,1,0,0
17,16,47,13,3,17,8,9,13,0,9,5,0,5,6,0,0,5,1,25745,0.96,26818,12,758,6407,3573,77.5,46.0,0,0,1,0,0
46,82,31,11,9,42,14,16,12,6,8,13,7,5,7,7,4,13,7,30787,1.21,25444,18,1024,4837,2223,91.0,47.5,0,0,1,0,0
211,54,69,15,110,51,19,27,17,42,32,12,14,4,8,14,12,5,3,21261,0.75,28348,64,3153,19916,9059,99.25,47.0,0,0,1,0,0
150,49,81,17,45,37,17,28,24,15,35,12,3,4,4,13,11,12,3,35684,1.55,23022,57,2245,20112,9243,88.75,49.0,0,0,1,0,0
66,41,39,30,34,42,24,16,8,16,14,13,9,21,11,22,4,4,5,16843,0.49,34373,9,1094,4347,2567,111.25,46.75,0,0,1,0,0
75,51,43,36,60,63,34,6,11,43,15,5,3,13,13,206,9,3,11,21811,0.55,39656,11,1415,4615,2553,87.25,43.5,0,0,1,0,0
109,107,56,13,63,55,33,23,15,58,24,13,22,4,10,78,12,4,12,29654,1.0,29654,19,2140,9929,4378,94.5,44.25,0,0,1,0,0
53,89,33,12,25,39,26,8,17,13,11,9,19,4,4,14,3,4,4,22274,0.89,25027,14,1052,3638,1397,100.0,50.75,0,0,1,0,0
219,82,57,55,49,32,28,41,15,11,34,13,21,11,10,16,11,11,4,31682,1.49,21263,70,5288,42528,16591,86.5,49.75,0,0,1,0,0
80,56,40,33,38,47,37,17,23,23,15,9,5,8,7,15,9,5,8,20494,0.66,31052,20,1157,6772,2905,114.0,51.75,0,0,1,0,0
66,96,29,46,21,37,24,13,14,13,9,9,8,8,9,7,4,3,4,17780,0.48,37042,12,1555,3105,1312,121.75,55.5,0,0,1,0,0
23,47,22,5,9,21,14,6,9,3,6,6,3,1,2,8,1,0,0,10712,0.35,30606,7,484,1637,912,98.25,52.25,0,0,1,0,0
33,54,19,5,16,15,20,6,8,11,3,5,7,1,2,23,3,0,1,13079,0.47,27828,8,604,2753,1100,101.0,50.5,0,0,1,0,0
99,60,68,12,21,41,25,15,15,21,12,9,19,4,8,6,1,4,3,20019,0.68,29440,29,1282,4564,2444,106.75,49.5,0,0,1,0,0
34,24,33,6,13,16,9,10,5,6,11,8,5,3,4,4,1,6,1,17292,0.64,27019,16,594,2615,1243,100.0,51.5,0,0,1,0,0
127,1086,37,15,27,22,21,19,14,6,18,8,24,2,4,15,4,5,2,17194,0.88,19539,36,3114,23033,9678,103.5,48.75,0,0,1,0,0
135,77,46,7,39,23,27,19,15,12,29,6,24,3,8,16,7,10,2,22769,3.0,7590,52,2102,18290,6828,91.5,49.0,0,0,1,0,0
687,25,112,88,107,48,82,76,17,12,72,34,7,9,5,65,19,42,5,33718,8.41,4009,276,6320,39149,19033,110.5,50.0,0,0,1,0,0
427,52,104,452,109,61,92,54,20,54,58,28,24,39,25,37,26,19,11,24055,1.26,19091,105,1482,5520,2915,115.25,53.5,0,0,1,0,0
87,78,41,216,25,31,36,24,12,17,21,9,3,10,11,27,4,6,6,25703,1.02,25199,30,8082,150277,58135,88.5,52.5,0,0,1,0,0
178,13,22,85,48,16,23,31,5,19,38,10,7,2,3,21,12,17,7,8585,1.19,7214,54,1714,17940,8503,110.25,54.5,0,0,1,0,0
70,63,47,22,25,41,27,16,12,4,9,17,6,3,4,3,5,5,2,16541,0.71,23297,15,844,1925,922,97.5,53.5,0,0,1,0,0
19,32,14,16,1,11,12,6,3,0,7,1,5,0,1,3,0,4,0,14274,2.8,5098,9,385,4555,1755,118.5,59.25,0,0,1,0,0
50,45,24,15,16,28,11,10,7,5,4,12,4,11,13,1,1,4,1,12759,0.28,45568,11,660,1783,880,103.75,51.0,0,0,1,0,0
27,37,23,6,26,19,16,8,7,2,12,6,1,5,5,2,1,5,1,12355,1.96,6304,32,557,1899,929,83.0,50.75,0,0,1,0,0
133,36,63,8,34,24,15,21,11,12,17,10,8,5,2,14,3,9,4,15266,0.59,25875,48,1815,9716,3956,108.75,50.0,0,0,1,0,0
45,60,26,12,11,18,17,8,7,5,11,5,14,2,4,10,3,5,1,15233,0.71,21455,12,1010,5783,2263,111.0,48.5,0,0,1,0,0
53,9,53,64,18,34,18,19,9,2,8,5,2,9,11,8,1,16,2,28960,2.86,10126,17,813,3701,2152,129.5,61.75,0,0,1,0,0
13,57,25,2,0,8,5,2,6,0,4,5,6,4,2,1,0,3,1,9229,1.22,7565,7,350,827,289,124.25,67.5,0,0,1,0,0
90,11,24,225,137,16,13,17,8,4,18,8,6,0,0,15,3,11,1,8791,0.57,15423,52,1652,7557,3285,114.0,59.5,0,0,1,0,0
44,20,36,16,48,16,7,10,8,3,13,2,0,4,1,6,0,18,1,11014,0.86,12807,58,752,3241,1369,76.5,50.0,0,0,1,0,0
120,72,61,21,44,51,36,50,18,10,21,10,10,8,11,6,3,11,7,21233,0.91,23333,61,1881,9383,5003,105.75,50.75,0,0,1,0,0
272,26,156,93,53,30,52,39,18,19,43,7,13,4,4,20,9,21,1,18059,2.9,6227,121,4972,40821,16356,118.25,51.5,0,0,1,0,0
147,50,96,55,50,29,36,21,13,11,20,12,9,3,7,18,3,24,2,23705,3.01,7875,90,2080,16724,8069,92.0,50.75,0,0,1,0,0
22,43,13,5,2,7,13,5,5,0,8,1,3,0,0,1,1,3,0,9594,0.44,21805,12,462,2249,954,100.75,58.0,0,0,1,0,0
63,53,40,17,15,24,23,15,10,2,14,9,5,6,9,6,2,6,2,18846,0.86,21914,25,859,5156,2917,101.25,59.5,0,0,1,0,0
145,85,56,29,80,60,25,27,18,43,16,18,3,8,14,13,14,14,10,25591,0.97,26382,31,1457,5184,3018,93.5,48.75,0,0,1,0,0
122,86,52,63,65,69,30,36,13,25,25,17,6,9,17,8,12,9,8,30907,0.96,32195,36,1596,5828,3451,85.75,47.75,0,0,1,0,0
36,155,43,18,11,52,21,28,16,3,19,11,10,2,9,4,1,9,0,33819,1.38,24507,18,1205,5233,2872,91.25,50.75,0,0,1,0,0
130,301,73,12,30,56,29,16,17,16,19,15,19,3,8,8,9,7,6,33053,1.79,18465,32,1895,9439,4651,96.75,52.5,0,0,1,0,0
195,104,126,257,69,88,39,47,20,26,29,20,6,59,20,15,10,14,6,33362,0.85,39249,53,2530,7921,4662,92.5,49.25,0,0,1,0,0
120,106,99,36,37,68,28,37,23,23,19,23,1,12,10,6,5,13,4,42356,3.13,13532,33,1677,6733,4151,96.75,51.25,0,0,1,0,0
102,93,50,40,38,64,24,22,14,6,15,14,10,29,17,4,4,6,4,30208,1.38,21890,17,1321,4429,2490,100.0,52.25,0,0,1,0,0
36,51,42,12,28,16,15,7,7,5,1,4,3,6,9,5,2,3,1,13830,1.29,10721,4,625,2476,840,141.0,60.0,0,0,1,0,0
57,118,64,25,24,66,18,16,21,17,15,11,9,5,9,7,6,7,8,28169,0.84,33535,20,1290,4069,1989,94.5,47.25,0,0,1,0,0
31,118,36,9,9,36,17,14,16,1,11,12,7,3,8,3,1,5,0,22210,1.0,22210,11,1691,3612,1317,93.5,50.75,0,0,1,0,0
143,214,113,42,82,110,36,39,26,24,33,22,27,10,17,11,13,13,11,50453,1.16,43494,51,2511,7469,3725,86.25,48.0,0,0,1,0,0
92,84,84,45,30,54,21,21,12,14,21,13,3,6,11,6,6,6,3,26400,1.2,22000,28,1600,7261,3823,99.25,51.5,0,0,1,0,0
37,68,48,10,11,29,11,12,9,9,6,4,4,3,7,2,4,2,1,21712,0.78,27836,8,654,2011,1145,85.75,56.5,0,0,1,0,0
169,103,55,79,84,69,27,31,20,38,20,26,15,17,20,9,15,13,10,26639,0.63,42284,28,1844,4934,2748,106.75,51.75,0,0,1,0,0
68,85,40,12,27,33,17,16,9,7,13,9,6,5,9,5,8,6,4,16924,0.81,20894,13,1017,3555,1512,104.25,51.75,0,0,1,0,0
106,85,85,85,10,55,34,35,26,4,22,24,2,3,17,12,2,19,3,55569,11.53,4820,55,1648,8664,4579,54.75,45.5,0,0,1,0,0
77,7,16,26,12,8,9,17,3,4,7,4,1,2,2,5,2,12,0,4657,0.54,8624,51,747,13681,3456,100.25,57.0,0,0,1,0,0
21,13,23,4,2,7,6,5,7,1,11,5,1,1,0,2,0,4,1,10363,0.35,29609,10,347,3816,2263,140.5,62.25,0,0,1,0,0
9,315,9,0,0,10,5,3,5,1,3,4,2,2,1,2,0,2,2,8375,0.36,23264,4,531,1457,728,108.5,63.25,0,0,1,0,0
34,17,17,13,10,9,10,8,10,1,10,1,8,0,0,6,1,4,0,10726,2.27,4725,32,567,4147,2010,91.75,56.0,0,0,1,0,0
344,7,53,43,97,25,33,43,11,12,28,13,4,4,2,28,10,16,1,9717,1.23,7900,137,3544,52489,21460,111.5,55.25,0,0,1,0,0
56,6,7,59,4,1,13,22,1,0,5,1,0,0,0,4,0,10,0,3097,1.49,2079,73,753,4507,2282,83.25,53.0,0,0,1,0,0
24,17,15,5,5,13,9,2,4,0,6,4,1,1,0,1,1,2,1,6865,0.23,29848,4,507,1433,769,106.75,53.75,0,0,1,0,0
94,23,33,28,29,18,25,20,8,15,21,9,0,5,5,8,8,5,3,10140,0.35,28971,24,1812,6657,3588,113.5,43.5,0,0,1,0,0
108,12,14,22,31,8,15,22,4,4,19,7,4,0,2,12,3,14,2,8752,0.78,11221,86,1289,17511,10383,96.25,53.5,0,0,1,0,0
925,15,115,256,307,39,137,115,21,49,81,30,8,22,6,72,35,39,7,8592,2.35,3656,380,15851,111270,44381,129.5,60.25,0,0,1,0,0
277,16,76,91,39,18,55,58,5,11,23,14,2,5,8,11,12,5,1,5690,0.6,9483,82,7613,23581,9090,133.5,59.25,0,0,1,0,0
105,7,32,61,19,14,28,21,4,10,7,11,0,4,6,14,7,5,9,6285,0.31,20274,14,2302,6734,3480,112.25,52.75,0,0,1,0,0
64,25,15,12,13,19,20,11,7,5,2,3,0,5,5,3,3,4,2,10274,0.26,39515,9,871,2332,1294,127.75,60.25,0,0,1,0,0
12,20,15,0,0,11,5,3,5,0,3,3,1,3,3,1,0,2,0,7526,0.23,32722,5,264,851,411,95.0,55.25,0,0,1,0,0
71,17,28,26,14,15,18,21,9,1,9,4,1,9,8,6,1,19,1,13606,2.57,5294,55,1016,5891,2748,92.0,57.25,0,0,1,0,0
56,16,31,16,23,19,11,13,9,3,8,4,4,2,6,8,3,4,1,19163,8.87,2160,18,739,3547,1868,101.0,56.25,0,0,1,0,0
179,30,41,25,106,37,19,54,15,17,29,20,2,1,7,17,10,9,14,20429,1.12,18240,105,1737,8798,4391,96.5,52.25,0,0,1,0,0
297,22,56,1210,55,19,75,53,7,13,36,11,5,19,7,20,13,16,2,5875,0.74,7939,93,9253,39108,17885,122.5,51.5,0,0,1,0,0
82,49,22,25,28,22,23,16,11,17,13,8,7,2,5,4,4,5,0,15399,0.51,30194,22,1396,9014,3866,100.0,53.25,0,0,1,0,0
47,34,28,15,7,23,9,7,5,5,9,7,1,3,9,4,6,3,3,11348,0.26,43646,12,938,3497,1838,100.5,49.0,0,0,1,0,0
474,2,86,249,64,63,73,93,5,10,71,17,0,3,1,52,16,26,2,3469,0.99,3504,246,6770,107800,48897,133.25,54.25,0,0,1,0,0
279,4,16,392,26,20,38,42,3,5,38,8,0,2,1,28,9,29,1,2787,0.95,2934,137,3918,59386,25746,122.5,63.0,0,0,1,0,0
105,30,33,34,41,23,15,16,9,14,6,11,4,3,5,5,3,3,6,9830,0.39,25205,13,1305,4064,2195,100.75,52.25,0,0,1,0,0
101,16,95,80,34,26,78,48,8,21,26,13,5,3,2,17,9,7,1,9544,0.55,17353,37,12073,29305,16799,119.5,53.0,0,0,1,0,0
59,33,38,27,14,34,13,14,12,6,11,7,3,3,6,0,3,6,3,18400,0.48,38333,12,841,3624,1940,101.0,54.75,0,0,1,0,0
256,5,47,71,52,8,67,32,5,12,25,8,1,0,0,16,19,5,0,1786,0.6,2977,78,9453,32444,11442,157.5,62.25,0,0,1,0,0
70,7,12,14,13,8,6,6,3,2,14,6,0,1,1,5,3,8,1,5648,1.36,4153,18,855,9592,3874,118.5,55.25,0,0,1,0,0
84,25,23,4,25,18,13,10,6,6,10,6,3,7,5,5,3,6,2,11575,0.48,24115,30,982,6948,3339,103.0,58.0,0,0,1,0,0
28,41,22,12,12,18,10,4,7,2,7,5,0,4,3,2,3,3,2,14999,0.34,44115,9,785,4116,1638,98.5,47.75,0,0,1,0,0
167,13,30,5,58,13,18,27,4,18,25,6,2,1,1,12,8,8,5,4885,1.14,4285,73,3075,23521,9916,124.0,53.75,0,0,1,0,0
162,31,31,33,18,22,36,21,7,9,11,7,2,21,20,3,5,2,0,13095,0.33,39682,14,1867,5696,2437,120.75,62.0,0,0,1,0,0
254,3,22,816,27,19,103,48,9,9,34,9,1,7,4,28,7,21,2,5953,0.84,7087,116,9425,48533,22303,137.25,59.5,0,0,1,0,0
62,103,26,11,19,39,21,11,11,6,10,3,12,3,6,6,1,3,1,18757,0.99,18946,11,1115,3914,2034,98.25,45.5,0,0,1,0,0
209,216,61,67,74,71,47,44,24,43,29,15,23,23,31,11,13,13,7,32411,2.88,11254,38,3856,12335,5676,104.5,47.75,0,0,1,0,0
121,172,46,28,39,60,34,19,20,20,18,9,11,8,15,7,7,7,5,27057,0.73,37064,18,2035,6440,3076,103.0,46.5,0,0,1,0,0
168,137,55,54,76,65,35,39,15,49,18,20,9,11,13,8,17,3,12,27685,1.67,16578,28,2100,7089,3576,96.0,47.0,0,0,1,0,0
57,111,35,12,23,35,23,10,15,9,10,5,7,4,1,4,4,3,1,21098,1.11,19007,14,1166,3785,1729,92.25,48.5,0,0,1,0,0
46,94,14,14,11,21,15,12,10,5,6,6,11,2,3,3,4,1,2,10487,0.64,16386,4,850,2865,1185,102.75,49.0,0,0,1,0,0
104,99,43,37,38,51,23,18,11,23,12,12,12,24,16,4,6,5,2,22707,0.87,26100,14,1485,4426,2342,105.5,49.0,0,0,1,0,0
170,187,86,52,78,74,46,35,31,29,23,18,6,20,25,9,8,11,7,36780,1.01,36416,23,2511,7756,4133,97.75,46.75,0,0,1,0,0
109,151,53,28,28,56,23,30,21,19,18,7,7,5,11,3,5,7,4,36269,1.2,30224,29,1513,5749,3017,90.0,48.75,0,0,1,0,0
97,410,46,34,39,46,22,18,16,24,11,13,15,4,7,12,9,1,3,20443,0.7,29204,13,1780,4949,2369,95.75,48.25,0,0,1,0,0
35,109,25,69,12,40,22,16,14,10,15,8,5,1,5,5,4,5,2,25960,0.85,30541,26,1148,6397,2988,78.25,48.5,0,0,1,0,0
