기간,자치구행정동명,인구,면적,인구밀도
2015,강남구 개포1동,21700,1.27,17087
2015,강남구 개포2동,27354,2.51,10898
2015,강남구 개포4동,22135,1.49,14856
2015,강남구 논현1동,25307,1.25,20246
2015,강남구 논현2동,23082,1.47,15702
2015,강남구 대치1동,23283,0.79,29472
2015,강남구 대치2동,42565,2.0,21283
2015,강남구 대치4동,21630,0.73,29630
2015,강남구 도곡1동,22693,1.02,22248
2015,강남구 도곡2동,35307,1.02,34615
2015,강남구 삼성1동,15531,1.94,8006
2015,강남구 삼성2동,31343,1.24,25277
2015,강남구 세곡동,43302,6.36,6808
2015,강남구 수서동,15732,1.43,11001
2015,강남구 신사동,18570,1.89,9825
2015,강남구 압구정동,28735,2.53,11358
2015,강남구 역삼1동,36450,2.35,15511
2015,강남구 역삼2동,36314,1.15,31577
2015,강남구 일원1동,17627,0.92,19160
2015,강남구 일원2동,16621,1.24,13404
2015,강남구 일원본동,25350,2.58,9826
2015,강남구 청담동,31129,2.33,13360
2015,강동구 강일동,34023,2.8,12151
2015,강동구 고덕1동,16548,1.73,9565
2015,강동구 고덕2동,9223,2.01,4589
2015,강동구 길동,51720,2.17,23834
2015,강동구 둔촌2동,28988,0.98,29580
2015,강동구 명일1동,23430,0.61,38410
2015,강동구 명일2동,18672,0.97,19249
2015,강동구 상일동,24471,2.65,9234
2015,강동구 성내1동,19657,0.58,33891
2015,강동구 성내2동,26227,0.67,39145
2015,강동구 성내3동,25189,0.71,35477
2015,강동구 암사1동,37753,1.02,37013
2015,강동구 암사2동,16159,1.18,13694
2015,강동구 암사3동,19249,2.51,7669
2015,강동구 천호1동,29636,0.71,41741
2015,강동구 천호2동,37065,1.57,23608
2015,강동구 천호3동,26047,0.79,32971
2015,강북구 미아동,23756,0.73,32542
2015,강북구 번1동,20541,0.55,37347
2015,강북구 번2동,18746,1.25,14997
2015,강북구 번3동,20235,0.86,23529
2015,강북구 삼각산동,34782,0.62,56100
2015,강북구 삼양동,30085,0.95,31668
2015,강북구 송중동,31068,1.22,25466
2015,강북구 송천동,30453,0.88,34606
2015,강북구 수유1동,22927,1.07,21427
2015,강북구 수유2동,22644,0.73,31019
2015,강북구 수유3동,23953,0.86,27852
2015,강북구 우이동,21904,10.95,2000
2015,강북구 인수동,33332,2.93,11376
2015,강서구 가양1동,24996,4.7,5318
2015,강서구 가양2동,16775,1.0,16775
2015,강서구 가양3동,17696,0.99,17875
2015,강서구 공항동,21088,10.87,1940
