기간,자치구행정동명,음료점
2017,노원구 상계2동,71
2017,노원구 상계3.4동,16
2017,노원구 상계5동,24
2017,노원구 상계6.7동,32
2017,노원구 상계8동,6
2017,노원구 상계9동,6
2017,노원구 월계1동,37
2017,노원구 월계2동,14
2017,노원구 월계3동,13
2017,노원구 중계1동,21
2017,노원구 중계2.3동,19
2017,노원구 중계4동,20
2017,노원구 중계본동,36
2017,노원구 하계1동,26
2017,노원구 하계2동,2
2017,도봉구 도봉1동,22
2017,도봉구 도봉2동,22
2017,도봉구 방학1동,33
2017,도봉구 방학2동,10
2017,도봉구 방학3동,13
2017,도봉구 쌍문1동,26
2017,도봉구 쌍문2동,16
2017,도봉구 쌍문3동,12
2017,도봉구 쌍문4동,9
2017,도봉구 창1동,16
2017,도봉구 창2동,12
2017,도봉구 창3동,11
2017,도봉구 창4동,16
2017,도봉구 창5동,35
2017,동대문구 답십리1동,23
2017,동대문구 답십리2동,11
2017,동대문구 용신동,80
2017,동대문구 이문1동,63
2017,동대문구 이문2동,10
2017,동대문구 장안1동,42
2017,동대문구 장안2동,39
2017,동대문구 전농1동,48
2017,동대문구 전농2동,16
2017,동대문구 제기동,39
2017,동대문구 청량리동,27
2017,동대문구 회기동,53
2017,동대문구 휘경1동,21
2017,동대문구 휘경2동,20
2017,동작구 노량진1동,96
2017,동작구 노량진2동,34
2017,동작구 대방동,31
2017,동작구 사당1동,42
2017,동작구 사당2동,40
2017,동작구 사당3동,16
2017,동작구 사당4동,8
2017,동작구 사당5동,12
2017,동작구 상도1동,61
2017,동작구 상도2동,32
2017,동작구 상도3동,16
2017,동작구 상도4동,21
2017,동작구 신대방1동,19
2017,동작구 신대방2동,36
2017,동작구 흑석동,53
2017,마포구 공덕동,53
2017,마포구 대흥동,56
2017,마포구 도화동,43
2017,마포구 망원1동,70
2017,마포구 망원2동,40
2017,마포구 상암동,123
2017,마포구 서강동,101
2017,마포구 서교동,466
2017,마포구 성산1동,33
2017,마포구 성산2동,32
2017,마포구 신수동,28
2017,마포구 아현동,29
2017,마포구 연남동,114
2017,마포구 염리동,26
2017,마포구 용강동,39
2017,마포구 합정동,97
2017,서대문구 남가좌1동,10
2017,서대문구 남가좌2동,33
2017,서대문구 북가좌1동,9
2017,서대문구 북가좌2동,28
2017,서대문구 북아현동,11
2017,서대문구 신촌동,227
2017,서대문구 연희동,89
2017,서대문구 천연동,21
2017,서대문구 충현동,75
2017,서대문구 홍은1동,15
2017,서대문구 홍은2동,27
2017,서대문구 홍제1동,24
2017,서대문구 홍제2동,6
2017,서대문구 홍제3동,20
2017,서초구 내곡동,14
2017,서초구 반포1동,41
2017,서초구 반포2동,10
2017,서초구 반포3동,19
2017,서초구 반포4동,90
2017,서초구 반포본동,22
2017,서초구 방배1동,43
2017,서초구 방배2동,50
2017,서초구 방배3동,23
2017,서초구 방배4동,43
2017,서초구 방배본동,43
2017,서초구 서초1동,91
2017,서초구 서초2동,91
2017,서초구 서초3동,160
2017,서초구 서초4동,72
2017,서초구 양재1동,105
2017,서초구 양재2동,86
2017,서초구 잠원동,46
2017,성동구 금호1가동,8
2017,성동구 금호2.3가동,22
2017,성동구 금호4가동,8
2017,성동구 마장동,18
2017,성동구 사근동,69
2017,성동구 성수1가1동,19
2017,성동구 성수1가2동,66
2017,성동구 성수2가1동,45
2017,성동구 성수2가3동,73
2017,성동구 송정동,6
2017,성동구 옥수동,24
2017,성동구 왕십리2동,6
2017,성동구 왕십리도선동,52
2017,성동구 용답동,25
2017,성동구 응봉동,8
2017,성동구 행당1동,37
2017,성동구 행당2동,15
2017,성북구 길음1동,24
2017,성북구 길음2동,16
2017,성북구 돈암1동,9
2017,성북구 돈암2동,8
2017,성북구 동선동,94
2017,성북구 보문동,11
2017,성북구 삼선동,56
2017,성북구 석관동,25
2017,성북구 성북동,50
2017,성북구 안암동,83
2017,성북구 월곡1동,14
2017,성북구 월곡2동,47
2017,성북구 장위1동,9
2017,성북구 장위2동,10
2017,성북구 장위3동,4
2017,성북구 정릉1동,10
2017,성북구 정릉2동,16
2017,성북구 정릉3동,17
2017,성북구 정릉4동,12
2017,성북구 종암동,34
2017,송파구 가락1동,3
2017,송파구 가락2동,40
2017,송파구 가락본동,60
2017,송파구 거여1동,18
2017,송파구 거여2동,10
2017,송파구 마천1동,10
2017,송파구 마천2동,13
2017,송파구 문정1동,32
2017,송파구 문정2동,120
2017,송파구 방이1동,46
2017,송파구 방이2동,54
2017,송파구 삼전동,39
2017,송파구 석촌동,53
2017,송파구 송파1동,56
2017,송파구 송파2동,21
2017,송파구 오금동,51
2017,송파구 오륜동,12
2017,송파구 위례동,20
2017,송파구 잠실2동,18
2017,송파구 잠실3동,41
2017,송파구 잠실4동,8
2017,송파구 잠실6동,71
2017,송파구 잠실7동,5
2017,송파구 잠실본동,63
2017,송파구 장지동,27
2017,송파구 풍납1동,6
2017,송파구 풍납2동,18
2017,양천구 목1동,87
2017,양천구 목2동,25
2017,양천구 목3동,22
2017,양천구 목4동,30
2017,양천구 목5동,31
2017,양천구 신월1동,15
2017,양천구 신월2동,11
2017,양천구 신월3동,9
2017,양천구 신월4동,15
2017,양천구 신월5동,19
2017,양천구 신월6동,4
2017,양천구 신월7동,11
2017,양천구 신정1동,28
2017,양천구 신정2동,22
2017,양천구 신정3동,16
2017,양천구 신정4동,53
2017,양천구 신정6동,12
2017,양천구 신정7동,18
2017,영등포구 당산1동,64
2017,영등포구 당산2동,57
2017,영등포구 대림1동,9
2017,영등포구 대림2동,11
2017,영등포구 대림3동,19
2017,영등포구 도림동,14
2017,영등포구 문래동,70
2017,영등포구 신길1동,20
2017,영등포구 신길3동,12
2017,영등포구 신길4동,7
2017,영등포구 신길5동,8
2017,영등포구 신길6동,29
2017,영등포구 신길7동,16
2017,영등포구 양평1동,36
2017,영등포구 양평2동,52
2017,영등포구 여의도동,276
2017,영등포구 영등포동,105
2017,영등포구 영등포본동,30
2017,용산구 남영동,54
2017,용산구 보광동,15
2017,용산구 서빙고동,9
2017,용산구 용문동,11
2017,용산구 용산2가동,32
2017,용산구 원효로1동,48
2017,용산구 원효로2동,12
2017,용산구 이촌1동,17
2017,용산구 이촌2동,7
2017,용산구 이태원1동,52
2017,용산구 이태원2동,58
2017,용산구 청파동,61
2017,용산구 한강로동,121
2017,용산구 한남동,90
2017,용산구 효창동,12
2017,용산구 후암동,25
2017,은평구 갈현1동,31
2017,은평구 갈현2동,36
2017,은평구 구산동,18
2017,은평구 녹번동,32
2017,은평구 대조동,53
2017,은평구 불광1동,33
2017,은평구 불광2동,17
2017,은평구 수색동,4
2017,은평구 신사1동,20
2017,은평구 신사2동,11
2017,은평구 역촌동,51
2017,은평구 응암1동,28
2017,은평구 응암2동,8
2017,은평구 응암3동,28
2017,은평구 증산동,13
2017,은평구 진관동,55
2017,종로구 가회동,51
2017,종로구 교남동,10
2017,종로구 무악동,4
2017,종로구 부암동,32
2017,종로구 사직동,137
2017,종로구 삼청동,73
2017,종로구 숭인1동,4
2017,종로구 숭인2동,24
2017,종로구 이화동,86
2017,종로구 종로1.2.3.4가동,380
2017,종로구 종로5·6가동,82
2017,종로구 창신1동,14
2017,종로구 창신2동,9
2017,종로구 창신3동,5
2017,종로구 청운효자동,55
2017,종로구 평창동,18
2017,종로구 혜화동,105
2017,중구 광희동,93
2017,중구 다산동,22
2017,중구 동화동,12
2017,중구 명동,246
2017,중구 소공동,137
2017,중구 신당5동,13
2017,중구 신당동,37
2017,중구 약수동,12
2017,중구 을지로동,78
2017,중구 장충동,18
2017,중구 중림동,30
2017,중구 청구동,9
2017,중구 필동,73
2017,중구 황학동,14
2017,중구 회현동,116
2017,중랑구 망우3동,11
2017,중랑구 망우본동,38
2017,중랑구 면목2동,18
2017,중랑구 면목3.8동,28
2017,중랑구 면목4동,14
2017,중랑구 면목5동,4
2017,중랑구 면목7동,14
2017,중랑구 면목본동,23
2017,중랑구 묵1동,29
2017,중랑구 묵2동,13
2017,중랑구 상봉1동,26
2017,중랑구 상봉2동,35
2017,중랑구 신내1동,29
2017,중랑구 신내2동,14
2017,중랑구 중화1동,13
2017,중랑구 중화2동,25
2018,강남구 개포1동,4
2018,강남구 개포2동,15
2018,강남구 개포4동,32
2018,강남구 논현1동,115
2018,강남구 논현2동,145
2018,강남구 대치1동,25
2018,강남구 대치2동,100
2018,강남구 대치4동,122
2018,강남구 도곡1동,44
2018,강남구 도곡2동,43
2018,강남구 삼성1동,108
2018,강남구 삼성2동,82
2018,강남구 세곡동,34
2018,강남구 수서동,30
2018,강남구 신사동_강남,139
2018,강남구 압구정동,111
2018,강남구 역삼1동,404
2018,강남구 역삼2동,110
2018,강남구 일원1동,21
2018,강남구 일원2동,9
2018,강남구 일원본동,11
2018,강남구 청담동,100
2018,강동구 강일동,10
2018,강동구 고덕1동,15
2018,강동구 고덕2동,6
2018,강동구 길동,65
2018,강동구 둔촌2동,38
2018,강동구 명일1동,49
2018,강동구 명일2동,22
2018,강동구 상일동,19
2018,강동구 성내1동,62
2018,강동구 성내2동,41
2018,강동구 성내3동,60
2018,강동구 암사1동,29
2018,강동구 암사2동,18
2018,강동구 암사3동,7
2018,강동구 천호1동,21
2018,강동구 천호2동,67
2018,강동구 천호3동,30
2018,강북구 미아동,36
2018,강북구 번1동,38
2018,강북구 번2동,9
2018,강북구 번3동,14
2018,강북구 삼각산동,17
2018,강북구 삼양동,8
2018,강북구 송중동,35
2018,강북구 송천동,27
2018,강북구 수유1동,24
2018,강북구 수유2동,12
2018,강북구 수유3동,54
2018,강북구 우이동,47
2018,강북구 인수동,37
2018,강서구 가양1동,143
2018,강서구 가양2동,5
2018,강서구 가양3동,8
2018,강서구 공항동,40
2018,강서구 등촌1동,48
2018,강서구 등촌2동,20
2018,강서구 등촌3동,53
2018,강서구 발산1동,46
2018,강서구 방화1동,52
2018,강서구 방화2동,42
2018,강서구 방화3동,15
2018,강서구 염창동,45
2018,강서구 우장산동,35
2018,강서구 화곡1동,49
2018,강서구 화곡2동,10
2018,강서구 화곡3동,27
2018,강서구 화곡4동,23
2018,강서구 화곡6동,29
2018,강서구 화곡8동,17
2018,강서구 화곡본동,24
2018,관악구 낙성대동,64
2018,관악구 난곡동,6
2018,관악구 난향동,4
2018,관악구 남현동,20
2018,관악구 대학동,69
2018,관악구 미성동,23
2018,관악구 보라매동,23
2018,관악구 삼성동,6
2018,관악구 서림동,21
2018,관악구 서원동,35
2018,관악구 성현동,12
2018,관악구 신림동,50
2018,관악구 신사동_관악,15
2018,관악구 신원동,11
2018,관악구 은천동,27
2018,관악구 인헌동,27
2018,관악구 조원동,33
2018,관악구 중앙동,29
2018,관악구 청룡동,46
2018,관악구 청림동,12
2018,관악구 행운동,35
2018,광진구 광장동,39
2018,광진구 구의1동,40
2018,광진구 구의2동,28
2018,광진구 구의3동,51
2018,광진구 군자동,48
2018,광진구 능동,20
2018,광진구 자양1동,28
2018,광진구 자양2동,22
2018,광진구 자양3동,41
2018,광진구 자양4동,45
2018,광진구 중곡1동,26
2018,광진구 중곡2동,28
2018,광진구 중곡3동,25
2018,광진구 중곡4동,28
2018,광진구 화양동,123
2018,구로구 가리봉동,4
2018,구로구 개봉1동,25
2018,구로구 개봉2동,24
2018,구로구 개봉3동,20
2018,구로구 고척1동,34
2018,구로구 고척2동,24
2018,구로구 구로1동,11
2018,구로구 구로2동,49
2018,구로구 구로3동,128
2018,구로구 구로4동,27
2018,구로구 구로5동,59
2018,구로구 수궁동,21
2018,구로구 신도림동,46
2018,구로구 오류1동,18
2018,구로구 오류2동,23
2018,금천구 가산동,213
2018,금천구 독산1동,46
2018,금천구 독산2동,14
2018,금천구 독산3동,19
2018,금천구 독산4동,16
2018,금천구 시흥1동,44
2018,금천구 시흥2동,10
2018,금천구 시흥3동,7
2018,금천구 시흥4동,5
2018,금천구 시흥5동,17
2018,노원구 공릉1동,72
2018,노원구 공릉2동,70
2018,노원구 상계10동,7
2018,노원구 상계1동,47
2018,노원구 상계2동,71
2018,노원구 상계3.4동,19
2018,노원구 상계5동,24
2018,노원구 상계6.7동,32
2018,노원구 상계8동,7
2018,노원구 상계9동,7
2018,노원구 월계1동,40
2018,노원구 월계2동,16
2018,노원구 월계3동,15
2018,노원구 중계1동,24
2018,노원구 중계2.3동,20
2018,노원구 중계4동,23
2018,노원구 중계본동,34
2018,노원구 하계1동,25
2018,노원구 하계2동,2
2018,도봉구 도봉1동,26
2018,도봉구 도봉2동,26
2018,도봉구 방학1동,35
2018,도봉구 방학2동,14
2018,도봉구 방학3동,16
2018,도봉구 쌍문1동,27
2018,도봉구 쌍문2동,19
2018,도봉구 쌍문3동,17
2018,도봉구 쌍문4동,7
2018,도봉구 창1동,17
2018,도봉구 창2동,17
2018,도봉구 창3동,13
2018,도봉구 창4동,13
2018,도봉구 창5동,40
2018,동대문구 답십리1동,23
2018,동대문구 답십리2동,16
2018,동대문구 용신동,86
2018,동대문구 이문1동,62
2018,동대문구 이문2동,13
2018,동대문구 장안1동,49
2018,동대문구 장안2동,45
2018,동대문구 전농1동,49
2018,동대문구 전농2동,20
2018,동대문구 제기동,44
2018,동대문구 청량리동,25
2018,동대문구 회기동,53
2018,동대문구 휘경1동,23
2018,동대문구 휘경2동,24
2018,동작구 노량진1동,91
2018,동작구 노량진2동,32
2018,동작구 대방동,34
2018,동작구 사당1동,50
2018,동작구 사당2동,35
2018,동작구 사당3동,23
2018,동작구 사당4동,9
2018,동작구 사당5동,13
2018,동작구 상도1동,63
2018,동작구 상도2동,27
2018,동작구 상도3동,16
2018,동작구 상도4동,23
2018,동작구 신대방1동,16
2018,동작구 신대방2동,38
2018,동작구 흑석동,56
2018,마포구 공덕동,57
2018,마포구 대흥동,59
2018,마포구 도화동,46
2018,마포구 망원1동,77
2018,마포구 망원2동,46
2018,마포구 상암동,125
2018,마포구 서강동,98
2018,마포구 서교동,502
2018,마포구 성산1동,38
2018,마포구 성산2동,37
2018,마포구 신수동,29
2018,마포구 아현동,34
2018,마포구 연남동,152
2018,마포구 염리동,28
2018,마포구 용강동,54
2018,마포구 합정동,111
2018,서대문구 남가좌1동,11
2018,서대문구 남가좌2동,36
2018,서대문구 북가좌1동,9
2018,서대문구 북가좌2동,29
2018,서대문구 북아현동,14
2018,서대문구 신촌동,230
2018,서대문구 연희동,91
2018,서대문구 천연동,20
2018,서대문구 충현동,79
2018,서대문구 홍은1동,18
2018,서대문구 홍은2동,32
2018,서대문구 홍제1동,25
2018,서대문구 홍제2동,8
2018,서대문구 홍제3동,21
2018,서초구 내곡동,19
2018,서초구 반포1동,48
2018,서초구 반포2동,11
2018,서초구 반포3동,17
2018,서초구 반포4동,90
2018,서초구 반포본동,21
2018,서초구 방배1동,47
2018,서초구 방배2동,46
2018,서초구 방배3동,23
2018,서초구 방배4동,48
2018,서초구 방배본동,43
2018,서초구 서초1동,102
2018,서초구 서초2동,100
2018,서초구 서초3동,188
2018,서초구 서초4동,80
2018,서초구 양재1동,110
2018,서초구 양재2동,90
2018,서초구 잠원동,50
2018,성동구 금호1가동,16
2018,성동구 금호2.3가동,25
2018,성동구 금호4가동,11
2018,성동구 마장동,19
2018,성동구 사근동,68
2018,성동구 성수1가1동,25
2018,성동구 성수1가2동,82
2018,성동구 성수2가1동,52
2018,성동구 성수2가3동,79
2018,성동구 송정동,4
2018,성동구 옥수동,23
2018,성동구 왕십리2동,9
2018,성동구 왕십리도선동,49
2018,성동구 용답동,26
2018,성동구 응봉동,8
2018,성동구 행당1동,38
2018,성동구 행당2동,13
2018,성북구 길음1동,27
2018,성북구 길음2동,20
2018,성북구 돈암1동,8
2018,성북구 돈암2동,8
2018,성북구 동선동,102
2018,성북구 보문동,16
2018,성북구 삼선동,61
2018,성북구 석관동,31
2018,성북구 성북동,62
2018,성북구 안암동,94
2018,성북구 월곡1동,18
2018,성북구 월곡2동,47
2018,성북구 장위1동,11
2018,성북구 장위2동,10
2018,성북구 장위3동,5
2018,성북구 정릉1동,14
2018,성북구 정릉2동,13
2018,성북구 정릉3동,21
2018,성북구 정릉4동,14
2018,성북구 종암동,39
2018,송파구 가락1동,3
2018,송파구 가락2동,38
2018,송파구 가락본동,66
2018,송파구 거여1동,17
2018,송파구 거여2동,11
2018,송파구 마천1동,10
2018,송파구 마천2동,17
2018,송파구 문정1동,29
2018,송파구 문정2동,149
2018,송파구 방이1동,50
2018,송파구 방이2동,59
2018,송파구 삼전동,46
2018,송파구 석촌동,64
2018,송파구 송파1동,85
2018,송파구 송파2동,21
2018,송파구 오금동,62
2018,송파구 오륜동,11
2018,송파구 위례동,19
2018,송파구 잠실2동,18
2018,송파구 잠실3동,44
2018,송파구 잠실4동,7
2018,송파구 잠실6동,85
2018,송파구 잠실7동,5
2018,송파구 잠실본동,73
2018,송파구 장지동,29
2018,송파구 풍납1동,8
2018,송파구 풍납2동,22
2018,양천구 목1동,87
2018,양천구 목2동,26
2018,양천구 목3동,26
2018,양천구 목4동,32
2018,양천구 목5동,30
2018,양천구 신월1동,16
2018,양천구 신월2동,11
2018,양천구 신월3동,13
2018,양천구 신월4동,14
2018,양천구 신월5동,18
2018,양천구 신월6동,3
2018,양천구 신월7동,14
2018,양천구 신정1동,32
2018,양천구 신정2동,22
2018,양천구 신정3동,19
2018,양천구 신정4동,53
2018,양천구 신정6동,13
2018,양천구 신정7동,21
2018,영등포구 당산1동,63
2018,영등포구 당산2동,61
2018,영등포구 대림1동,14
2018,영등포구 대림2동,13
2018,영등포구 대림3동,22
2018,영등포구 도림동,13
2018,영등포구 문래동,72
2018,영등포구 신길1동,23
2018,영등포구 신길3동,13
2018,영등포구 신길4동,6
2018,영등포구 신길5동,9
2018,영등포구 신길6동,34
2018,영등포구 신길7동,19
2018,영등포구 양평1동,37
2018,영등포구 양평2동,57
2018,영등포구 여의도동,284
2018,영등포구 영등포동,110
2018,영등포구 영등포본동,29
2018,용산구 남영동,56
2018,용산구 보광동,18
2018,용산구 서빙고동,11
2018,용산구 용문동,13
2018,용산구 용산2가동,37
2018,용산구 원효로1동,50
2018,용산구 원효로2동,12
2018,용산구 이촌1동,18
2018,용산구 이촌2동,6
2018,용산구 이태원1동,56
2018,용산구 이태원2동,67
2018,용산구 청파동,62
2018,용산구 한강로동,141
2018,용산구 한남동,101
2018,용산구 효창동,15
2018,용산구 후암동,34
2018,은평구 갈현1동,35
2018,은평구 갈현2동,38
2018,은평구 구산동,18
2018,은평구 녹번동,35
2018,은평구 대조동,60
2018,은평구 불광1동,35
2018,은평구 불광2동,16
2018,은평구 수색동,7
2018,은평구 신사1동,22
2018,은평구 신사2동,14
2018,은평구 역촌동,53
2018,은평구 응암1동,37
2018,은평구 응암2동,11
2018,은평구 응암3동,28
2018,은평구 증산동,13
2018,은평구 진관동,65
2018,종로구 가회동,57
2018,종로구 교남동,15
2018,종로구 무악동,5
2018,종로구 부암동,32
2018,종로구 사직동,158
2018,종로구 삼청동,76
2018,종로구 숭인1동,4
2018,종로구 숭인2동,23
2018,종로구 이화동,88
2018,종로구 종로1.2.3.4가동,400
2018,종로구 종로5·6가동,86
2018,종로구 창신1동,18
2018,종로구 창신2동,9
2018,종로구 창신3동,6
2018,종로구 청운효자동,63
2018,종로구 평창동,19
2018,종로구 혜화동,109
2018,중구 광희동,93
2018,중구 다산동,22
2018,중구 동화동,14
2018,중구 명동,260
2018,중구 소공동,147
2018,중구 신당5동,12
2018,중구 신당동,43
2018,중구 약수동,12
2018,중구 을지로동,83
2018,중구 장충동,21
2018,중구 중림동,33
2018,중구 청구동,11
2018,중구 필동,75
2018,중구 황학동,12
2018,중구 회현동,122
2018,중랑구 망우3동,12
2018,중랑구 망우본동,42
2018,중랑구 면목2동,20
2018,중랑구 면목3.8동,30
2018,중랑구 면목4동,14
2018,중랑구 면목5동,4
2018,중랑구 면목7동,15
2018,중랑구 면목본동,32
2018,중랑구 묵1동,32
2018,중랑구 묵2동,14
2018,중랑구 상봉1동,30
2018,중랑구 상봉2동,38
2018,중랑구 신내1동,30
2018,중랑구 신내2동,16
2018,중랑구 중화1동,15
2018,중랑구 중화2동,25
2019,강남구 개포1동,4
2019,강남구 개포2동,12
2019,강남구 개포4동,33
2019,강남구 논현1동,122
2019,강남구 논현2동,161
2019,강남구 대치1동,26
2019,강남구 대치2동,103
2019,강남구 대치4동,133
2019,강남구 도곡1동,47
2019,강남구 도곡2동,49
2019,강남구 삼성1동,118
2019,강남구 삼성2동,88
2019,강남구 세곡동,39
2019,강남구 수서동,30
2019,강남구 신사동_강남,146
2019,강남구 압구정동,119
2019,강남구 역삼1동,418
2019,강남구 역삼2동,109
2019,강남구 일원1동,22
2019,강남구 일원2동,13
2019,강남구 일원본동,12
2019,강남구 청담동,92
2019,강동구 강일동,13
2019,강동구 고덕1동,15
2019,강동구 고덕2동,9
2019,강동구 길동,74
2019,강동구 둔촌2동,37
2019,강동구 명일1동,51
2019,강동구 명일2동,26
2019,강동구 상일동,19
2019,강동구 성내1동,62
2019,강동구 성내2동,43
2019,강동구 성내3동,61
2019,강동구 암사1동,30
2019,강동구 암사2동,17
2019,강동구 암사3동,11
2019,강동구 천호1동,25
2019,강동구 천호2동,74
2019,강동구 천호3동,37
2019,강북구 미아동,35
2019,강북구 번1동,41
2019,강북구 번2동,9
2019,강북구 번3동,13
2019,강북구 삼각산동,21
2019,강북구 삼양동,11
2019,강북구 송중동,48
2019,강북구 송천동,32
2019,강북구 수유1동,22
2019,강북구 수유2동,16
2019,강북구 수유3동,60
2019,강북구 우이동,50
2019,강북구 인수동,42
2019,강서구 가양1동,173
2019,강서구 가양2동,5
2019,강서구 가양3동,9
2019,강서구 공항동,36
2019,강서구 등촌1동,50
2019,강서구 등촌2동,24
2019,강서구 등촌3동,52
2019,강서구 발산1동,64
2019,강서구 방화1동,47
2019,강서구 방화2동,47
2019,강서구 방화3동,16
2019,강서구 염창동,46
2019,강서구 우장산동,34
2019,강서구 화곡1동,58
2019,강서구 화곡2동,10
2019,강서구 화곡3동,29
2019,강서구 화곡4동,22
2019,강서구 화곡6동,30
2019,강서구 화곡8동,17
2019,강서구 화곡본동,26
2019,관악구 낙성대동,74
2019,관악구 난곡동,9
2019,관악구 난향동,5
2019,관악구 남현동,27
2019,관악구 대학동,70
2019,관악구 미성동,24
2019,관악구 보라매동,34
2019,관악구 삼성동,6
2019,관악구 서림동,25
2019,관악구 서원동,41
2019,관악구 성현동,13
2019,관악구 신림동,49
2019,관악구 신사동_관악,24
2019,관악구 신원동,14
2019,관악구 은천동,27
2019,관악구 인헌동,28
2019,관악구 조원동,41
2019,관악구 중앙동,23
2019,관악구 청룡동,49
2019,관악구 청림동,13
2019,관악구 행운동,39
2019,광진구 광장동,43
2019,광진구 구의1동,38
2019,광진구 구의2동,32
2019,광진구 구의3동,55
2019,광진구 군자동,50
2019,광진구 능동,24
2019,광진구 자양1동,33
2019,광진구 자양2동,28
2019,광진구 자양3동,42
2019,광진구 자양4동,51
2019,광진구 중곡1동,22
2019,광진구 중곡2동,32
2019,광진구 중곡3동,27
2019,광진구 중곡4동,29
2019,광진구 화양동,144
2019,구로구 가리봉동,5
2019,구로구 개봉1동,30
2019,구로구 개봉2동,24
2019,구로구 개봉3동,21
2019,구로구 고척1동,35
2019,구로구 고척2동,21
2019,구로구 구로1동,11
2019,구로구 구로2동,48
2019,구로구 구로3동,130
2019,구로구 구로4동,26
2019,구로구 구로5동,53
2019,구로구 수궁동,20
2019,구로구 신도림동,41
2019,구로구 오류1동,17
2019,구로구 오류2동,27
2019,금천구 가산동,234
2019,금천구 독산1동,43
2019,금천구 독산2동,16
2019,금천구 독산3동,23
2019,금천구 독산4동,16
2019,금천구 시흥1동,44
2019,금천구 시흥2동,10
2019,금천구 시흥3동,7
2019,금천구 시흥4동,5
2019,금천구 시흥5동,18
2019,노원구 공릉1동,81
2019,노원구 공릉2동,76
2019,노원구 상계10동,7
2019,노원구 상계1동,49
2019,노원구 상계2동,76
2019,노원구 상계3.4동,17
2019,노원구 상계5동,24
2019,노원구 상계6.7동,36
2019,노원구 상계8동,9
2019,노원구 상계9동,9
2019,노원구 월계1동,46
2019,노원구 월계2동,17
2019,노원구 월계3동,18
2019,노원구 중계1동,26
2019,노원구 중계2.3동,21
2019,노원구 중계4동,26
2019,노원구 중계본동,36
2019,노원구 하계1동,30
2019,노원구 하계2동,2
2019,도봉구 도봉1동,29
2019,도봉구 도봉2동,25
2019,도봉구 방학1동,42
2019,도봉구 방학2동,15
2019,도봉구 방학3동,15
2019,도봉구 쌍문1동,25
2019,도봉구 쌍문2동,23
2019,도봉구 쌍문3동,19
2019,도봉구 쌍문4동,10
2019,도봉구 창1동,22
2019,도봉구 창2동,17
2019,도봉구 창3동,12
2019,도봉구 창4동,18
2019,도봉구 창5동,40
2019,동대문구 답십리1동,26
2019,동대문구 답십리2동,21
2019,동대문구 용신동,89
2019,동대문구 이문1동,62
2019,동대문구 이문2동,12
2019,동대문구 장안1동,51
2019,동대문구 장안2동,49
2019,동대문구 전농1동,50
2019,동대문구 전농2동,21
2019,동대문구 제기동,50
2019,동대문구 청량리동,27
2019,동대문구 회기동,63
2019,동대문구 휘경1동,25
2019,동대문구 휘경2동,29
2019,동작구 노량진1동,91
2019,동작구 노량진2동,32
2019,동작구 대방동,37
2019,동작구 사당1동,54
2019,동작구 사당2동,37
2019,동작구 사당3동,22
2019,동작구 사당4동,12
2019,동작구 사당5동,16
2019,동작구 상도1동,71
2019,동작구 상도2동,30
2019,동작구 상도3동,20
2019,동작구 상도4동,26
2019,동작구 신대방1동,18
2019,동작구 신대방2동,38
2019,동작구 흑석동,66
2019,마포구 공덕동,59
2019,마포구 대흥동,64
2019,마포구 도화동,52
2019,마포구 망원1동,88
2019,마포구 망원2동,48
2019,마포구 상암동,134
2019,마포구 서강동,104
2019,마포구 서교동,490
2019,마포구 성산1동,44
2019,마포구 성산2동,41
2019,마포구 신수동,31
2019,마포구 아현동,35
2019,마포구 연남동,178
2019,마포구 염리동,34
2019,마포구 용강동,52
2019,마포구 합정동,116
2019,서대문구 남가좌1동,11
2019,서대문구 남가좌2동,42
2019,서대문구 북가좌1동,12
2019,서대문구 북가좌2동,27
2019,서대문구 북아현동,16
2019,서대문구 신촌동,239
2019,서대문구 연희동,99
2019,서대문구 천연동,18
2019,서대문구 충현동,80
2019,서대문구 홍은1동,20
2019,서대문구 홍은2동,38
2019,서대문구 홍제1동,25
2019,서대문구 홍제2동,8
2019,서대문구 홍제3동,21
2019,서초구 내곡동,23
2019,서초구 반포1동,54
2019,서초구 반포2동,7
2019,서초구 반포3동,18
2019,서초구 반포4동,83
2019,서초구 반포본동,24
2019,서초구 방배1동,44
2019,서초구 방배2동,49
2019,서초구 방배3동,26
2019,서초구 방배4동,53
2019,서초구 방배본동,42
2019,서초구 서초1동,98
2019,서초구 서초2동,101
2019,서초구 서초3동,195
2019,서초구 서초4동,80
2019,서초구 양재1동,125
2019,서초구 양재2동,100
2019,서초구 잠원동,47
2019,성동구 금호1가동,14
2019,성동구 금호2.3가동,21
2019,성동구 금호4가동,12
2019,성동구 마장동,18
2019,성동구 사근동,69
2019,성동구 성수1가1동,39
2019,성동구 성수1가2동,95
2019,성동구 성수2가1동,55
2019,성동구 성수2가3동,93
2019,성동구 송정동,6
2019,성동구 옥수동,21
2019,성동구 왕십리2동,14
2019,성동구 왕십리도선동,50
2019,성동구 용답동,30
2019,성동구 응봉동,9
2019,성동구 행당1동,40
2019,성동구 행당2동,16
2019,성북구 길음1동,24
2019,성북구 길음2동,29
2019,성북구 돈암1동,6
2019,성북구 돈암2동,7
2019,성북구 동선동,115
2019,성북구 보문동,19
2019,성북구 삼선동,58
2019,성북구 석관동,31
2019,성북구 성북동,63
2019,성북구 안암동,99
2019,성북구 월곡1동,19
2019,성북구 월곡2동,51
