,기간,자치구행정동명,음료점,사업체수,총종사자수,총여성종사자수,운영평균,폐업평균,서울운영평균,서울시폐업평균
1016,2017,동대문구 이문2동,10,705,2282,947,108.25,52.0,97.25,49.75
1017,2017,동대문구 장안1동,42,4572,21603,9388,101.0,45.5,97.25,49.75
1018,2017,동대문구 장안2동,39,3164,11590,6260,97.5,45.5,97.25,49.75
1019,2017,동대문구 전농1동,48,2199,8492,4081,104.25,54.5,97.25,49.75
1020,2017,동대문구 전농2동,16,894,5038,2378,112.5,49.75,97.25,49.75
1021,2017,동대문구 제기동,39,4750,12275,5415,130.5,59.25,97.25,49.75
1022,2017,동대문구 청량리동,27,1679,8818,4020,137.0,56.0,97.25,49.75
1023,2017,동대문구 회기동,53,997,8922,4855,89.5,47.25,97.25,49.75
1024,2017,동대문구 휘경1동,21,977,3825,1924,101.25,50.75,97.25,49.75
1025,2017,동대문구 휘경2동,20,1210,5204,2655,86.75,50.25,97.25,49.75
1026,2017,동작구 노량진1동,96,2148,9368,4746,107.75,58.0,97.25,49.75
1027,2017,동작구 노량진2동,34,1634,6715,3083,103.0,54.0,97.25,49.75
1028,2017,동작구 대방동,31,1734,12303,5451,97.25,49.75,97.25,49.75
1029,2017,동작구 사당1동,42,1856,10295,5409,94.5,48.0,97.25,49.75
1030,2017,동작구 사당2동,40,1667,6477,3775,97.25,50.25,97.25,49.75
1031,2017,동작구 사당3동,16,959,4219,2086,102.75,50.75,97.25,49.75
1032,2017,동작구 사당4동,8,664,1791,976,100.75,49.0,97.25,49.75
1033,2017,동작구 사당5동,12,508,1738,802,99.0,50.5,97.25,49.75
1034,2017,동작구 상도1동,61,1697,8757,4310,92.5,52.75,97.25,49.75
1035,2017,동작구 상도2동,32,1344,5059,2748,109.5,55.25,97.25,49.75
1036,2017,동작구 상도3동,16,1017,2937,1524,97.5,52.0,97.25,49.75
1037,2017,동작구 상도4동,21,934,2787,1554,101.5,51.0,97.25,49.75
1038,2017,동작구 신대방1동,19,1052,4104,1979,101.25,50.0,97.25,49.75
1039,2017,동작구 신대방2동,36,1238,23348,12953,99.5,50.0,97.25,49.75
1040,2017,동작구 흑석동,53,1514,10524,5642,103.0,56.75,97.25,49.75
1041,2017,마포구 공덕동,53,2781,19160,9176,105.0,53.0,97.25,49.75
1042,2017,마포구 대흥동,56,1547,9660,5172,105.5,52.25,97.25,49.75
1043,2017,마포구 도화동,43,2047,15957,7795,98.0,52.25,97.25,49.75
1044,2017,마포구 망원1동,70,1802,4625,2077,84.75,47.75,97.25,49.75
1045,2017,마포구 망원2동,40,1360,4614,2017,88.0,45.25,97.25,49.75
1046,2017,마포구 상암동,123,2324,37364,14412,56.5,41.75,97.25,49.75
1047,2017,마포구 서강동,101,1779,11995,5893,73.5,44.75,97.25,49.75
1048,2017,마포구 서교동,466,9686,60482,30407,71.25,46.0,97.25,49.75
1049,2017,마포구 성산1동,33,1488,13161,3862,88.0,46.75,97.25,49.75
1050,2017,마포구 성산2동,32,1747,12091,6413,91.75,53.25,97.25,49.75
1051,2017,마포구 신수동,28,1230,5629,2628,96.0,52.75,97.25,49.75
1052,2017,마포구 아현동,29,1630,12154,5088,99.0,50.5,97.25,49.75
1053,2017,마포구 연남동,114,1611,6441,2925,58.25,49.25,97.25,49.75
1054,2017,마포구 염리동,26,699,4050,1858,104.75,54.0,97.25,49.75
1055,2017,마포구 용강동,39,2550,18504,8080,91.75,50.25,97.25,49.75
1056,2017,마포구 합정동,97,2044,12112,5489,79.0,48.0,97.25,49.75
1057,2017,서대문구 남가좌1동,10,797,2197,1409,125.25,57.25,97.25,49.75
1058,2017,서대문구 남가좌2동,33,1243,4877,2467,99.75,51.5,97.25,49.75
1059,2017,서대문구 북가좌1동,9,665,3407,1203,78.5,44.0,97.25,49.75
1060,2017,서대문구 북가좌2동,28,2381,6903,2942,98.5,49.75,97.25,49.75
1061,2017,서대문구 북아현동,11,864,2677,1520,117.5,61.75,97.25,49.75
1062,2017,서대문구 신촌동,227,3720,35054,20434,102.75,49.0,97.25,49.75
1063,2017,서대문구 연희동,89,2318,10892,5153,101.0,53.75,97.25,49.75
1064,2017,서대문구 천연동,21,941,2898,1487,112.75,55.75,97.25,49.75
1065,2017,서대문구 충현동,75,1825,24126,9888,112.25,55.0,97.25,49.75
1066,2017,서대문구 홍은1동,15,964,2521,1308,115.75,55.25,97.25,49.75
1067,2017,서대문구 홍은2동,27,1176,5405,2464,107.0,52.75,97.25,49.75
1068,2017,서대문구 홍제1동,24,1163,4679,2188,104.5,55.25,97.25,49.75
1069,2017,서대문구 홍제2동,6,594,1751,923,110.0,54.75,97.25,49.75
1070,2017,서대문구 홍제3동,20,1201,3730,2063,114.0,60.5,97.25,49.75
1071,2017,서초구 내곡동,14,681,7471,2580,94.5,58.0,97.25,49.75
1072,2017,서초구 반포1동,41,1508,9952,4366,93.5,43.25,97.25,49.75
1073,2017,서초구 반포2동,10,455,2670,1378,104.25,58.75,97.25,49.75
1074,2017,서초구 반포3동,19,969,7480,3559,103.75,56.75,97.25,49.75
1075,2017,서초구 반포4동,90,3586,30004,15573,117.75,60.25,97.25,49.75
1076,2017,서초구 반포본동,22,682,2652,1440,116.75,56.75,97.25,49.75
1077,2017,서초구 방배1동,43,1805,17008,7351,96.25,49.25,97.25,49.75
1078,2017,서초구 방배2동,50,1977,18695,8463,95.0,50.5,97.25,49.75
1079,2017,서초구 방배3동,23,1196,14893,4806,115.75,50.0,97.25,49.75
1080,2017,서초구 방배4동,43,2396,14199,6536,105.0,49.75,97.25,49.75
1081,2017,서초구 방배본동,43,1583,8705,3699,103.0,47.75,97.25,49.75
1082,2017,서초구 서초1동,91,3612,34095,13024,106.25,50.0,97.25,49.75
1083,2017,서초구 서초2동,91,4356,53006,17579,92.0,45.5,97.25,49.75
1084,2017,서초구 서초3동,160,7525,78122,32161,102.5,48.75,97.25,49.75
1085,2017,서초구 서초4동,72,2869,27550,13895,94.25,47.5,97.25,49.75
1086,2017,서초구 양재1동,105,3599,43639,14949,92.25,48.5,97.25,49.75
1087,2017,서초구 양재2동,86,5271,49006,15821,102.5,46.5,97.25,49.75
1088,2017,서초구 잠원동,46,2137,17616,7128,98.75,48.0,97.25,49.75
1089,2017,성동구 금호1가동,8,506,1701,919,103.75,54.0,97.25,49.75
1090,2017,성동구 금호2.3가동,22,1034,2867,1617,104.5,58.0,97.25,49.75
1091,2017,성동구 금호4가동,8,635,1894,1018,111.25,55.75,97.25,49.75
1092,2017,성동구 마장동,18,3282,11918,4034,116.75,53.0,97.25,49.75
1093,2017,성동구 사근동,69,1106,11748,5817,85.5,52.25,97.25,49.75
1094,2017,성동구 성수1가1동,19,1601,8806,3543,108.0,50.5,97.25,49.75
1095,2017,성동구 성수1가2동,66,2346,17723,6912,85.75,51.25,97.25,49.75
1096,2017,성동구 성수2가1동,45,2605,18333,6624,96.0,49.5,97.25,49.75
1097,2017,성동구 성수2가3동,73,5203,47180,17221,86.0,51.0,97.25,49.75
1098,2017,성동구 송정동,6,692,2393,991,106.25,48.25,97.25,49.75
1099,2017,성동구 옥수동,24,867,3225,1773,84.75,51.75,97.25,49.75
1100,2017,성동구 왕십리2동,6,803,2718,1538,94.5,52.75,97.25,49.75
1101,2017,성동구 왕십리도선동,52,2079,11017,5943,78.25,52.0,97.25,49.75
1102,2017,성동구 용답동,25,2089,13476,4405,116.5,51.75,97.25,49.75
1103,2017,성동구 응봉동,8,379,1053,546,109.75,53.0,97.25,49.75
1104,2017,성동구 행당1동,37,1459,9210,4728,85.75,52.0,97.25,49.75
1105,2017,성동구 행당2동,15,592,2046,1182,82.75,51.0,97.25,49.75
1106,2017,성북구 길음1동,24,1092,3950,2452,109.75,54.0,97.25,49.75
1107,2017,성북구 길음2동,16,935,4269,2601,84.75,55.0,97.25,49.75
1108,2017,성북구 돈암1동,9,389,1802,842,97.25,50.75,97.25,49.75
1109,2017,성북구 돈암2동,8,433,2294,1480,94.0,46.25,97.25,49.75
1110,2017,성북구 동선동,94,1995,9940,5454,92.25,48.25,97.25,49.75
1111,2017,성북구 보문동,11,1330,5229,2453,104.75,49.25,97.25,49.75
1112,2017,성북구 삼선동,56,1906,10312,5370,96.5,52.0,97.25,49.75
1113,2017,성북구 석관동,25,2137,10117,4454,109.25,51.75,97.25,49.75
1114,2017,성북구 성북동,50,1132,5170,2609,102.75,63.0,97.25,49.75
1115,2017,성북구 안암동,83,1456,12813,7388,93.0,52.5,97.25,49.75
1116,2017,성북구 월곡1동,14,1351,5039,2540,107.5,49.0,97.25,49.75
1117,2017,성북구 월곡2동,47,1589,7619,3393,94.25,51.75,97.25,49.75
1118,2017,성북구 장위1동,9,928,2339,1262,112.5,54.0,97.25,49.75
1119,2017,성북구 장위2동,10,1478,4599,2316,126.25,52.5,97.25,49.75
1120,2017,성북구 장위3동,4,628,2722,1244,117.75,59.75,97.25,49.75
1121,2017,성북구 정릉1동,10,753,2064,1083,98.5,51.25,97.25,49.75
1122,2017,성북구 정릉2동,16,887,2819,1361,106.0,59.0,97.25,49.75
1123,2017,성북구 정릉3동,17,677,4302,1947,110.75,57.0,97.25,49.75
1124,2017,성북구 정릉4동,12,921,4242,1773,96.75,54.0,97.25,49.75
1125,2017,성북구 종암동,34,2022,7350,3735,104.5,54.25,97.25,49.75
1126,2017,송파구 가락1동,3,2800,10718,3162,102.0,66.75,97.25,49.75
1127,2017,송파구 가락2동,40,1869,9696,4413,99.75,47.25,97.25,49.75
1128,2017,송파구 가락본동,60,3587,26403,9840,88.75,44.5,97.25,49.75
1129,2017,송파구 거여1동,18,839,3732,1788,86.5,46.5,97.25,49.75
1130,2017,송파구 거여2동,10,905,4088,1934,105.75,53.5,97.25,49.75
1131,2017,송파구 마천1동,10,960,2333,1152,100.75,49.5,97.25,49.75
1132,2017,송파구 마천2동,13,1352,4337,1877,106.75,51.25,97.25,49.75
1133,2017,송파구 문정1동,32,1370,9087,3263,90.75,47.5,97.25,49.75
1134,2017,송파구 문정2동,120,5153,41271,13236,52.5,39.0,97.25,49.75
1135,2017,송파구 방이1동,46,1382,9915,3818,91.75,46.0,97.25,49.75
1136,2017,송파구 방이2동,54,2940,21081,7159,93.0,46.75,97.25,49.75
1137,2017,송파구 삼전동,39,2080,14428,4425,90.5,45.5,97.25,49.75
1138,2017,송파구 석촌동,53,2570,15121,6392,100.0,45.75,97.25,49.75
1139,2017,송파구 송파1동,56,2535,14100,5297,98.75,45.75,97.25,49.75
1140,2017,송파구 송파2동,21,893,4134,1993,94.5,46.0,97.25,49.75
1141,2017,송파구 오금동,51,2378,15311,6560,98.25,48.75,97.25,49.75
1142,2017,송파구 오륜동,12,522,4455,2122,117.0,60.5,97.25,49.75
1143,2017,송파구 위례동,20,533,3457,1438,18.75,36.0,97.25,49.75
1144,2017,송파구 잠실2동,18,757,4563,2419,66.75,38.25,97.25,49.75
1145,2017,송파구 잠실3동,41,1589,10327,6157,95.75,63.0,97.25,49.75
1146,2017,송파구 잠실4동,8,495,1957,1224,80.0,42.0,97.25,49.75
1147,2017,송파구 잠실6동,71,2620,46806,17257,84.0,54.0,97.25,49.75
1148,2017,송파구 잠실7동,5,202,1244,702,126.75,68.25,97.25,49.75
1149,2017,송파구 잠실본동,63,3037,22895,9318,95.5,47.5,97.25,49.75
1150,2017,송파구 장지동,27,1388,10344,3447,82.75,44.25,97.25,49.75
1151,2017,송파구 풍납1동,6,752,2611,1386,111.5,52.0,97.25,49.75
1152,2017,송파구 풍납2동,18,1168,15033,9090,102.5,51.5,97.25,49.75
1153,2017,양천구 목1동,87,2943,21054,10426,78.0,47.0,97.25,49.75
1154,2017,양천구 목2동,25,1145,4186,1972,94.75,50.25,97.25,49.75
1155,2017,양천구 목3동,22,1233,4938,2318,95.75,49.0,97.25,49.75
1156,2017,양천구 목4동,30,1352,3950,2197,91.25,46.0,97.25,49.75
1157,2017,양천구 목5동,31,1537,9883,5491,88.75,48.5,97.25,49.75
1158,2017,양천구 신월1동,15,1853,5569,2541,101.0,46.0,97.25,49.75
1159,2017,양천구 신월2동,11,1223,4039,1750,106.0,48.0,97.25,49.75
1160,2017,양천구 신월3동,9,955,4126,1580,105.75,47.25,97.25,49.75
1161,2017,양천구 신월4동,15,1174,3992,1537,93.0,48.75,97.25,49.75
1162,2017,양천구 신월5동,19,1013,4814,1967,96.0,49.5,97.25,49.75
1163,2017,양천구 신월6동,4,1387,3329,977,119.75,60.0,97.25,49.75
1164,2017,양천구 신월7동,11,1384,5674,1943,93.5,45.5,97.25,49.75
1165,2017,양천구 신정1동,28,1148,5075,2752,101.75,49.25,97.25,49.75
1166,2017,양천구 신정2동,22,1110,3688,2012,92.5,46.25,97.25,49.75
1167,2017,양천구 신정3동,16,1795,9428,3984,95.0,49.75,97.25,49.75
1168,2017,양천구 신정4동,53,3043,14954,6920,92.0,45.25,97.25,49.75
1169,2017,양천구 신정6동,12,758,6407,3573,77.5,46.0,97.25,49.75
1170,2017,양천구 신정7동,18,1024,4837,2223,91.0,47.5,97.25,49.75
1171,2017,영등포구 당산1동,64,3153,19916,9059,99.25,47.0,97.25,49.75
1172,2017,영등포구 당산2동,57,2245,20112,9243,88.75,49.0,97.25,49.75
1173,2017,영등포구 대림1동,9,1094,4347,2567,111.25,46.75,97.25,49.75
1174,2017,영등포구 대림2동,11,1415,4615,2553,87.25,43.5,97.25,49.75
1175,2017,영등포구 대림3동,19,2140,9929,4378,94.5,44.25,97.25,49.75
1176,2017,영등포구 도림동,14,1052,3638,1397,100.0,50.75,97.25,49.75
1177,2017,영등포구 문래동,70,5288,42528,16591,86.5,49.75,97.25,49.75
1178,2017,영등포구 신길1동,20,1157,6772,2905,114.0,51.75,97.25,49.75
1179,2017,영등포구 신길3동,12,1555,3105,1312,121.75,55.5,97.25,49.75
1180,2017,영등포구 신길4동,7,484,1637,912,98.25,52.25,97.25,49.75
1181,2017,영등포구 신길5동,8,604,2753,1100,101.0,50.5,97.25,49.75
1182,2017,영등포구 신길6동,29,1282,4564,2444,106.75,49.5,97.25,49.75
1183,2017,영등포구 신길7동,16,594,2615,1243,100.0,51.5,97.25,49.75
1184,2017,영등포구 양평1동,36,3114,23033,9678,103.5,48.75,97.25,49.75
1185,2017,영등포구 양평2동,52,2102,18290,6828,91.5,49.0,97.25,49.75
1186,2017,영등포구 여의도동,276,6320,39149,19033,110.5,50.0,97.25,49.75
1187,2017,영등포구 영등포동,105,1482,5520,2915,115.25,53.5,97.25,49.75
1188,2017,영등포구 영등포본동,30,8082,150277,58135,88.5,52.5,97.25,49.75
1189,2017,용산구 남영동,54,1714,17940,8503,110.25,54.5,97.25,49.75
1190,2017,용산구 보광동,15,844,1925,922,97.5,53.5,97.25,49.75
1191,2017,용산구 서빙고동,9,385,4555,1755,118.5,59.25,97.25,49.75
1192,2017,용산구 용문동,11,660,1783,880,103.75,51.0,97.25,49.75
1193,2017,용산구 용산2가동,32,557,1899,929,83.0,50.75,97.25,49.75
1194,2017,용산구 원효로1동,48,1815,9716,3956,108.75,50.0,97.25,49.75
1195,2017,용산구 원효로2동,12,1010,5783,2263,111.0,48.5,97.25,49.75
1196,2017,용산구 이촌1동,17,813,3701,2152,129.5,61.75,97.25,49.75
1197,2017,용산구 이촌2동,7,350,827,289,124.25,67.5,97.25,49.75
1198,2017,용산구 이태원1동,52,1652,7557,3285,114.0,59.5,97.25,49.75
1199,2017,용산구 이태원2동,58,752,3241,1369,76.5,50.0,97.25,49.75
1200,2017,용산구 청파동,61,1881,9383,5003,105.75,50.75,97.25,49.75
1201,2017,용산구 한강로동,121,4972,40821,16356,118.25,51.5,97.25,49.75
1202,2017,용산구 한남동,90,2080,16724,8069,92.0,50.75,97.25,49.75
1203,2017,용산구 효창동,12,462,2249,954,100.75,58.0,97.25,49.75
1204,2017,용산구 후암동,25,859,5156,2917,101.25,59.5,97.25,49.75
1205,2017,은평구 갈현1동,31,1457,5184,3018,93.5,48.75,97.25,49.75
1206,2017,은평구 갈현2동,36,1596,5828,3451,85.75,47.75,97.25,49.75
1207,2017,은평구 구산동,18,1205,5233,2872,91.25,50.75,97.25,49.75
1208,2017,은평구 녹번동,32,1895,9439,4651,96.75,52.5,97.25,49.75
1209,2017,은평구 대조동,53,2530,7921,4662,92.5,49.25,97.25,49.75
1210,2017,은평구 불광1동,33,1677,6733,4151,96.75,51.25,97.25,49.75
1211,2017,은평구 불광2동,17,1321,4429,2490,100.0,52.25,97.25,49.75
1212,2017,은평구 수색동,4,625,2476,840,141.0,60.0,97.25,49.75
1213,2017,은평구 신사1동,20,1290,4069,1989,94.5,47.25,97.25,49.75
1214,2017,은평구 신사2동,11,1691,3612,1317,93.5,50.75,97.25,49.75
1215,2017,은평구 역촌동,51,2511,7469,3725,86.25,48.0,97.25,49.75
1216,2017,은평구 응암1동,28,1600,7261,3823,99.25,51.5,97.25,49.75
1217,2017,은평구 응암2동,8,654,2011,1145,85.75,56.5,97.25,49.75
1218,2017,은평구 응암3동,28,1844,4934,2748,106.75,51.75,97.25,49.75
1219,2017,은평구 증산동,13,1017,3555,1512,104.25,51.75,97.25,49.75
1220,2017,은평구 진관동,55,1648,8664,4579,54.75,45.5,97.25,49.75
1221,2017,종로구 가회동,51,747,13681,3456,100.25,57.0,97.25,49.75
1222,2017,종로구 교남동,10,347,3816,2263,140.5,62.25,97.25,49.75
1223,2017,종로구 무악동,4,531,1457,728,108.5,63.25,97.25,49.75
1224,2017,종로구 부암동,32,567,4147,2010,91.75,56.0,97.25,49.75
1225,2017,종로구 사직동,137,3544,52489,21460,111.5,55.25,97.25,49.75
1226,2017,종로구 삼청동,73,753,4507,2282,83.25,53.0,97.25,49.75
1227,2017,종로구 숭인1동,4,507,1433,769,106.75,53.75,97.25,49.75
1228,2017,종로구 숭인2동,24,1812,6657,3588,113.5,43.5,97.25,49.75
1229,2017,종로구 이화동,86,1289,17511,10383,96.25,53.5,97.25,49.75
1230,2017,종로구 종로1.2.3.4가동,380,15851,111270,44381,129.5,60.25,97.25,49.75
1231,2017,종로구 종로5·6가동,82,7613,23581,9090,133.5,59.25,97.25,49.75
1232,2017,종로구 창신1동,14,2302,6734,3480,112.25,52.75,97.25,49.75
1233,2017,종로구 창신2동,9,871,2332,1294,127.75,60.25,97.25,49.75
1234,2017,종로구 창신3동,5,264,851,411,95.0,55.25,97.25,49.75
1235,2017,종로구 청운효자동,55,1016,5891,2748,92.0,57.25,97.25,49.75
1236,2017,종로구 평창동,18,739,3547,1868,101.0,56.25,97.25,49.75
1237,2017,종로구 혜화동,105,1737,8798,4391,96.5,52.25,97.25,49.75
1238,2017,중구 광희동,93,9253,39108,17885,122.5,51.5,97.25,49.75
1239,2017,중구 다산동,22,1396,9014,3866,100.0,53.25,97.25,49.75
1240,2017,중구 동화동,12,938,3497,1838,100.5,49.0,97.25,49.75
1241,2017,중구 명동,246,6770,107800,48897,133.25,54.25,97.25,49.75
1242,2017,중구 소공동,137,3918,59386,25746,122.5,63.0,97.25,49.75
1243,2017,중구 신당5동,13,1305,4064,2195,100.75,52.25,97.25,49.75
1244,2017,중구 신당동,37,12073,29305,16799,119.5,53.0,97.25,49.75
1245,2017,중구 약수동,12,841,3624,1940,101.0,54.75,97.25,49.75
1246,2017,중구 을지로동,78,9453,32444,11442,157.5,62.25,97.25,49.75
1247,2017,중구 장충동,18,855,9592,3874,118.5,55.25,97.25,49.75
1248,2017,중구 중림동,30,982,6948,3339,103.0,58.0,97.25,49.75
1249,2017,중구 청구동,9,785,4116,1638,98.5,47.75,97.25,49.75
1250,2017,중구 필동,73,3075,23521,9916,124.0,53.75,97.25,49.75
1251,2017,중구 황학동,14,1867,5696,2437,120.75,62.0,97.25,49.75
1252,2017,중구 회현동,116,9425,48533,22303,137.25,59.5,97.25,49.75
1253,2017,중랑구 망우3동,11,1115,3914,2034,98.25,45.5,97.25,49.75
1254,2017,중랑구 망우본동,38,3856,12335,5676,104.5,47.75,97.25,49.75
1255,2017,중랑구 면목2동,18,2035,6440,3076,103.0,46.5,97.25,49.75
1256,2017,중랑구 면목3.8동,28,2100,7089,3576,96.0,47.0,97.25,49.75
1257,2017,중랑구 면목4동,14,1166,3785,1729,92.25,48.5,97.25,49.75
1258,2017,중랑구 면목5동,4,850,2865,1185,102.75,49.0,97.25,49.75
1259,2017,중랑구 면목7동,14,1485,4426,2342,105.5,49.0,97.25,49.75
1260,2017,중랑구 면목본동,23,2511,7756,4133,97.75,46.75,97.25,49.75
1261,2017,중랑구 묵1동,29,1513,5749,3017,90.0,48.75,97.25,49.75
1262,2017,중랑구 묵2동,13,1780,4949,2369,95.75,48.25,97.25,49.75
1263,2017,중랑구 상봉1동,26,1148,6397,2988,78.25,48.5,97.25,49.75
1264,2017,중랑구 상봉2동,35,2102,9120,4236,99.5,47.25,97.25,49.75
1265,2017,중랑구 신내1동,29,1998,10597,4486,89.25,47.75,97.25,49.75
1266,2017,중랑구 신내2동,14,1115,5966,3125,87.5,47.25,97.25,49.75
1267,2017,중랑구 중화1동,13,1096,3929,2284,97.5,49.5,97.25,49.75
1268,2017,중랑구 중화2동,25,2175,7441,3265,103.75,47.5,97.25,49.75
1269,2018,강남구 개포1동,4,244,1146,369,108.0,62.5,100.75,50.75
1270,2018,강남구 개포2동,15,732,3074,1759,109.5,55.0,100.75,50.75
1271,2018,강남구 개포4동,32,2124,11755,4347,111.25,48.5,100.75,50.75
1272,2018,강남구 논현1동,115,5311,40704,19278,90.5,46.5,100.75,50.75
1273,2018,강남구 논현2동,145,5384,58510,23789,92.5,47.0,100.75,50.75
1274,2018,강남구 대치1동,25,1105,6945,4191,97.25,51.5,100.75,50.75
1275,2018,강남구 대치2동,100,4179,62612,25207,99.5,50.5,100.75,50.75
1276,2018,강남구 대치4동,122,3670,28231,11568,80.5,45.75,100.75,50.75
1277,2018,강남구 도곡1동,44,1574,17331,7338,100.25,48.75,100.75,50.75
1278,2018,강남구 도곡2동,43,1831,21961,9062,98.0,49.75,100.75,50.75
1279,2018,강남구 삼성1동,108,3950,62025,27046,94.25,54.25,100.75,50.75
1280,2018,강남구 삼성2동,82,3642,40803,19770,87.0,46.75,100.75,50.75
1281,2018,강남구 세곡동,34,1170,6058,2947,53.5,44.0,100.75,50.75
1282,2018,강남구 수서동,30,1517,19344,8907,100.5,54.25,100.75,50.75
1283,2018,강남구 신사동_강남,139,4223,26902,14238,91.5,48.0,100.75,50.75
1284,2018,강남구 압구정동,111,4070,28451,15953,100.25,47.5,100.75,50.75
1285,2018,강남구 역삼1동,404,15787,156700,65655,82.5,44.5,100.75,50.75
1286,2018,강남구 역삼2동,110,3297,38585,17569,87.5,45.25,100.75,50.75
1287,2018,강남구 일원1동,21,2149,6771,2060,105.0,51.5,100.75,50.75
1288,2018,강남구 일원2동,9,634,9014,2513,107.75,54.75,100.75,50.75
1289,2018,강남구 일원본동,11,510,9682,6808,99.25,48.25,100.75,50.75
1290,2018,강남구 청담동,100,4270,37532,19672,89.75,48.0,100.75,50.75
1291,2018,강동구 강일동,10,983,18088,4175,61.25,39.5,100.75,50.75
1292,2018,강동구 고덕1동,15,734,2466,1250,83.0,50.5,100.75,50.75
1293,2018,강동구 고덕2동,6,550,1872,949,120.25,58.0,100.75,50.75
1294,2018,강동구 길동,65,5172,19657,9143,95.5,45.75,100.75,50.75
1295,2018,강동구 둔촌2동,38,1601,9718,4918,100.75,47.75,100.75,50.75
1296,2018,강동구 명일1동,49,1691,6569,3847,103.25,48.5,100.75,50.75
1297,2018,강동구 명일2동,22,1084,4269,2475,104.5,52.5,100.75,50.75
1298,2018,강동구 상일동,19,899,5468,3067,109.0,57.0,100.75,50.75
1299,2018,강동구 성내1동,62,2097,19533,9087,97.0,48.75,100.75,50.75
1300,2018,강동구 성내2동,41,1907,7477,3829,94.75,47.0,100.75,50.75
1301,2018,강동구 성내3동,60,2459,10433,4610,102.5,45.5,100.75,50.75
1302,2018,강동구 암사1동,29,1916,5756,2799,95.0,47.0,100.75,50.75
1303,2018,강동구 암사2동,18,844,4174,2197,97.75,48.0,100.75,50.75
1304,2018,강동구 암사3동,7,599,2206,1073,91.25,51.5,100.75,50.75
1305,2018,강동구 천호1동,21,1583,5633,2766,94.5,48.25,100.75,50.75
1306,2018,강동구 천호2동,67,3736,14933,7829,96.75,49.5,100.75,50.75
1307,2018,강동구 천호3동,30,1898,7397,3508,99.0,47.5,100.75,50.75
1308,2018,강북구 미아동,36,1652,6511,3715,96.0,47.25,100.75,50.75
1309,2018,강북구 번1동,38,1845,9192,5268,97.5,45.25,100.75,50.75
1310,2018,강북구 번2동,9,676,3729,1483,97.5,52.25,100.75,50.75
1311,2018,강북구 번3동,14,891,2777,1230,101.5,48.75,100.75,50.75
1312,2018,강북구 삼각산동,17,787,2414,1479,87.0,48.5,100.75,50.75
1313,2018,강북구 삼양동,8,1117,3533,2064,106.5,50.75,100.75,50.75
1314,2018,강북구 송중동,35,1979,8206,4835,95.0,50.0,100.75,50.75
1315,2018,강북구 송천동,27,2061,7640,4225,106.25,53.75,100.75,50.75
1316,2018,강북구 수유1동,24,1459,5094,2762,108.75,52.25,100.75,50.75
1317,2018,강북구 수유2동,12,1281,3902,2197,95.25,49.5,100.75,50.75
1318,2018,강북구 수유3동,54,2543,9400,5232,96.0,46.5,100.75,50.75
1319,2018,강북구 우이동,47,1036,4305,1661,103.25,50.0,100.75,50.75
1320,2018,강북구 인수동,37,1591,5715,2961,92.75,49.75,100.75,50.75
1321,2018,강서구 가양1동,143,5257,48822,16653,43.0,46.5,100.75,50.75
1322,2018,강서구 가양2동,5,619,3770,1763,94.5,49.0,100.75,50.75
1323,2018,강서구 가양3동,8,916,7144,2989,94.5,50.5,100.75,50.75
1324,2018,강서구 공항동,40,2085,35893,18033,92.5,48.0,100.75,50.75
1325,2018,강서구 등촌1동,48,1829,15945,6850,86.25,50.5,100.75,50.75
1326,2018,강서구 등촌2동,20,740,5095,3263,103.0,46.5,100.75,50.75
1327,2018,강서구 등촌3동,53,2648,21204,11289,79.5,46.5,100.75,50.75
1328,2018,강서구 발산1동,46,2665,14192,6326,85.0,50.75,100.75,50.75
1329,2018,강서구 방화1동,52,2703,10580,5636,91.25,48.0,100.75,50.75
1330,2018,강서구 방화2동,42,3300,15173,5308,91.5,51.5,100.75,50.75
1331,2018,강서구 방화3동,15,918,4816,2214,106.0,50.75,100.75,50.75
1332,2018,강서구 염창동,45,2158,16499,6736,97.75,52.25,100.75,50.75
1333,2018,강서구 우장산동,35,1689,8097,4489,87.25,47.25,100.75,50.75
1334,2018,강서구 화곡1동,49,3055,10631,5080,98.75,47.5,100.75,50.75
1335,2018,강서구 화곡2동,10,855,2861,1383,100.75,46.0,100.75,50.75
1336,2018,강서구 화곡3동,27,1208,4496,2467,89.0,48.0,100.75,50.75
1337,2018,강서구 화곡4동,23,1437,3762,1896,99.75,47.0,100.75,50.75
1338,2018,강서구 화곡6동,29,1777,11053,4906,89.0,44.25,100.75,50.75
1339,2018,강서구 화곡8동,17,1286,3957,2271,90.75,48.0,100.75,50.75
1340,2018,강서구 화곡본동,24,1379,4214,2437,105.25,50.0,100.75,50.75
1341,2018,관악구 낙성대동,64,1247,7821,3340,83.75,50.0,100.75,50.75
1342,2018,관악구 난곡동,6,965,2433,1247,107.75,58.0,100.75,50.75
1343,2018,관악구 난향동,4,423,1907,926,92.0,49.0,100.75,50.75
1344,2018,관악구 남현동,20,893,5064,2412,101.75,51.75,100.75,50.75
1345,2018,관악구 대학동,69,1638,14497,6740,90.5,50.0,100.75,50.75
1346,2018,관악구 미성동,23,1584,5570,2803,109.25,52.75,100.75,50.75
1347,2018,관악구 보라매동,23,1380,6620,3239,92.5,51.25,100.75,50.75
1348,2018,관악구 삼성동,6,1044,2518,1314,122.5,58.25,100.75,50.75
