,기간,자치구행정동명,한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방
332,2015,영등포구 신길1동,88,68,38,37,41,49,38,18,24,24,10,7,5,8,9,12,9,9,9
333,2015,영등포구 신길3동,58,69,28,54,27,39,22,12,15,13,9,7,9,10,9,10,6,3,4
334,2015,영등포구 신길4동,30,45,20,5,23,22,20,6,12,7,6,7,3,2,2,7,1,2,1
335,2015,영등포구 신길5동,34,66,13,9,20,19,24,8,9,10,4,4,6,0,1,20,3,1,2
336,2015,영등포구 신길6동,92,72,67,16,29,45,29,15,16,18,8,8,19,5,6,11,3,3,4
337,2015,영등포구 신길7동,35,24,15,6,15,13,10,7,5,6,5,6,5,2,2,3,2,5,2
338,2015,영등포구 양평1동,123,1067,46,15,32,20,22,17,14,6,16,6,22,6,5,10,4,5,3
339,2015,영등포구 양평2동,126,67,52,10,43,21,31,23,16,12,25,5,23,2,9,10,7,7,3
340,2015,영등포구 여의동,631,23,144,95,157,48,90,96,17,11,67,29,8,10,7,53,20,36,5
341,2015,영등포구 영등포동,436,50,93,408,129,55,107,62,20,48,51,17,28,44,20,33,21,24,19
342,2015,영등포구 영등포본동,81,84,41,208,29,28,36,21,14,20,16,9,4,11,10,20,3,8,4
343,2015,용산구 남영동,178,9,28,94,50,16,28,30,6,16,27,7,5,3,4,15,12,18,9
344,2015,용산구 보광동,71,59,43,20,26,45,26,13,15,3,10,15,6,3,6,6,3,4,3
345,2015,용산구 서빙고동,21,30,14,12,1,10,14,9,4,0,7,1,7,2,1,3,0,2,0
346,2015,용산구 용문동,46,48,21,16,25,23,9,9,8,5,3,8,4,10,13,2,1,5,1
347,2015,용산구 용산2가동,28,35,23,10,19,23,20,6,12,3,8,5,2,6,6,1,3,5,2
348,2015,용산구 원효로1동,134,37,58,14,37,18,13,23,12,13,19,11,9,3,2,10,5,5,3
349,2015,용산구 원효로2동,44,56,22,11,12,20,19,10,7,5,9,4,12,2,4,9,3,3,1
350,2015,용산구 이촌1동,52,9,51,65,24,29,21,12,11,2,9,5,3,11,8,7,1,20,2
351,2015,용산구 이촌2동,11,57,20,1,1,8,6,5,6,0,3,2,6,4,2,1,0,1,0
352,2015,용산구 이태원1동,91,8,20,264,122,19,16,11,8,3,16,6,8,2,1,15,2,19,1
353,2015,용산구 이태원2동,42,21,34,21,58,20,8,10,10,2,13,6,0,4,2,7,0,20,1
354,2015,용산구 청파동,127,67,61,26,51,46,39,40,21,9,14,9,11,13,9,8,3,9,6
355,2015,용산구 한강로동,264,26,132,86,49,25,58,38,19,17,34,5,15,5,4,17,9,22,1
356,2015,용산구 한남동,146,43,93,57,69,32,46,13,15,10,13,11,8,3,7,11,4,21,6
357,2015,용산구 효창동,19,31,12,4,5,6,12,5,6,0,6,3,3,1,1,1,1,3,0
358,2015,용산구 후암동,59,48,38,15,18,24,26,22,14,3,15,9,5,6,9,4,1,4,2
359,2015,은평구 갈현1동,142,86,41,38,95,49,26,12,17,39,13,17,5,5,11,10,10,9,6
360,2015,은평구 갈현2동,112,86,40,62,65,68,31,32,11,19,21,16,5,8,14,5,11,10,7
361,2015,은평구 구산동,34,160,40,23,14,52,19,25,18,3,14,8,10,2,6,5,1,8,0
362,2015,은평구 녹번동,118,287,70,16,40,52,35,18,19,15,17,10,20,3,9,7,10,7,7
363,2015,은평구 대조동,182,94,102,257,76,80,40,49,23,23,25,15,8,54,18,16,8,14,7
364,2015,은평구 불광1동,116,108,87,57,50,68,30,26,25,20,19,18,2,12,13,5,6,12,4
365,2015,은평구 불광2동,106,90,47,43,33,61,32,21,16,6,13,12,9,37,19,5,3,6,5
366,2015,은평구 수색동,46,75,15,19,36,29,26,11,10,5,1,6,5,10,8,3,2,4,3
367,2015,은평구 신사1동,52,129,57,29,28,60,19,23,18,17,13,11,9,6,8,5,7,5,5
368,2015,은평구 신사2동,25,108,29,12,9,34,17,12,17,1,8,9,7,3,9,2,0,4,0
369,2015,은평구 역촌동,142,223,112,51,86,101,43,33,28,20,26,18,28,13,17,7,10,14,7
370,2015,은평구 응암1동,106,89,65,58,43,57,30,28,18,14,21,12,4,7,12,8,7,8,6
371,2015,은평구 응암2동,32,72,34,14,17,39,13,13,14,7,2,7,5,3,10,3,3,2,3
372,2015,은평구 응암3동,155,109,55,78,105,63,29,24,22,37,16,20,15,19,16,9,11,10,8
373,2015,은평구 증산동,68,101,40,20,37,37,24,18,16,10,16,9,7,4,9,4,10,6,4
374,2015,은평구 진관동,81,97,67,18,14,45,28,22,22,1,21,18,1,7,14,5,2,16,3
375,2015,종로구 가회동,75,10,14,22,14,9,10,15,3,3,7,3,2,2,3,6,2,8,0
376,2015,종로구 교남동,28,13,15,8,4,5,6,2,3,3,6,4,1,0,0,2,1,2,2
377,2015,종로구 무악동,12,329,10,4,3,10,5,7,7,2,4,4,2,2,2,2,0,2,2
378,2015,종로구 부암동,27,13,14,14,12,9,9,11,7,2,9,2,8,0,0,5,1,3,1
379,2015,종로구 사직동,334,17,56,45,91,22,34,43,11,12,28,12,5,5,2,22,10,20,3
380,2015,종로구 삼청동,64,8,2,59,6,1,16,23,1,0,9,0,0,0,0,3,0,10,0
381,2015,종로구 숭인1동,25,22,15,6,6,13,13,6,4,0,8,1,1,1,2,1,1,2,1
382,2015,종로구 숭인2동,101,28,33,25,25,13,32,17,9,15,17,10,0,5,4,7,5,5,5
383,2015,종로구 이화동,115,19,17,19,28,8,17,27,4,5,15,7,4,0,2,12,2,11,2
384,2015,종로구 종로1.2.3.4가동,909,11,126,262,315,35,172,101,19,41,76,32,9,23,9,58,31,37,8
385,2015,종로구 종로5·6가동,284,20,75,86,41,18,61,58,6,11,22,9,4,8,8,11,11,6,1
386,2015,종로구 창신1동,112,9,30,64,22,14,35,20,4,10,8,6,0,4,6,16,7,6,7
387,2015,종로구 창신2동,60,26,15,14,20,23,21,9,7,6,4,3,0,7,5,4,2,3,2
388,2015,종로구 창신3동,13,23,15,2,0,11,5,3,5,0,2,4,1,2,3,1,0,1,0
389,2015,종로구 청운효자동,67,17,30,30,12,15,18,22,8,1,6,4,1,10,8,5,3,13,1
390,2015,종로구 평창동,60,17,31,15,27,17,13,8,11,2,6,3,4,2,6,6,2,7,2
391,2015,종로구 혜화동,188,32,39,31,102,38,21,49,15,14,25,15,1,2,6,14,11,13,12
392,2015,중구 광희동,293,28,64,1310,62,22,89,39,6,14,28,4,5,23,6,12,11,11,2
393,2015,중구 다산동,76,51,26,17,27,22,26,15,11,15,8,3,7,3,5,4,4,4,1
394,2015,중구 동화동,46,38,26,16,11,23,9,6,6,3,7,4,2,2,7,3,6,4,3
395,2015,중구 명동,426,0,112,293,72,67,73,91,5,9,67,16,0,3,1,41,18,35,2
396,2015,중구 소공동,276,1,24,428,34,16,47,38,2,6,40,7,0,2,1,27,10,28,1
397,2015,중구 신당5동,102,38,28,45,44,19,16,13,9,13,7,8,4,5,5,7,3,4,4
398,2015,중구 신당동,132,21,116,232,45,24,80,30,11,22,19,17,6,4,4,15,7,9,2
399,2015,중구 약수동,52,38,42,31,24,32,15,8,13,10,7,8,2,5,8,0,2,7,2
400,2015,중구 을지로동,259,4,52,82,56,8,77,41,5,12,25,8,1,3,3,16,23,7,0
401,2015,중구 장충동,63,10,17,21,17,7,10,9,4,2,13,4,1,1,1,5,3,8,3
402,2015,중구 중림동,89,24,28,4,26,15,14,11,7,5,8,3,3,7,5,5,4,5,3
403,2015,중구 청구동,34,51,25,14,14,18,13,6,8,2,7,3,1,5,3,2,1,1,2
404,2015,중구 필동,169,12,31,13,63,12,21,28,5,13,32,5,2,1,1,11,8,10,6
405,2015,중구 황학동,158,39,36,45,22,21,38,27,8,8,10,5,3,28,26,4,5,5,0
406,2015,중구 회현동,255,7,25,940,34,19,115,58,11,8,28,9,2,10,4,23,10,24,2
407,2015,중랑구 망우3동,59,115,21,12,31,35,23,11,11,6,5,3,13,3,6,5,1,3,0
408,2015,중랑구 망우본동,207,204,57,77,80,66,58,34,25,34,19,10,23,24,30,13,9,13,8
409,2015,중랑구 면목2동,122,186,47,29,45,53,36,18,22,19,13,6,11,8,13,7,8,5,4
410,2015,중랑구 면목3.8동,162,134,47,58,86,58,37,44,18,41,16,13,11,12,14,7,16,5,11
411,2015,중랑구 면목4동,54,120,34,11,26,31,24,9,16,9,9,7,7,2,3,3,2,2,2
412,2015,중랑구 면목5동,43,85,12,17,16,21,19,9,9,6,4,7,14,2,3,2,3,2,3
413,2015,중랑구 면목7동,94,116,43,48,43,46,30,14,15,17,13,7,12,22,16,4,5,5,4
414,2015,중랑구 면목본동,166,191,78,57,89,80,49,31,31,30,22,15,7,19,20,7,7,11,7
415,2015,중랑구 묵1동,101,140,52,27,36,49,24,30,19,17,14,4,7,6,7,5,5,8,3
416,2015,중랑구 묵2동,102,406,38,21,45,43,27,17,14,21,8,11,15,6,4,7,7,4,1
417,2015,중랑구 상봉1동,36,93,25,66,19,34,26,18,14,7,10,2,5,1,4,5,4,3,1
