,기간,자치구행정동명,한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방
865,2017,강남구 일원2동,29,0,28,12,5,13,5,8,7,0,5,2,0,0,4,4,0,3,1
866,2017,강남구 일원본동,16,9,36,6,4,22,13,7,13,0,7,3,1,5,3,1,0,6,1
867,2017,강남구 청담동,192,2,111,144,54,153,18,40,24,7,47,14,9,3,8,22,6,27,3
868,2017,강동구 강일동,25,160,29,3,4,22,11,13,12,2,16,7,6,0,7,3,1,9,4
869,2017,강동구 고덕1동,34,87,48,7,12,23,11,10,12,4,8,7,5,7,5,4,2,3,1
870,2017,강동구 고덕2동,54,86,32,10,11,14,12,12,3,5,5,9,10,13,6,5,4,1,1
871,2017,강동구 길동,263,258,134,60,146,130,37,55,39,45,48,28,31,32,27,21,21,16,14
872,2017,강동구 둔촌2동,102,132,64,25,31,60,16,21,19,16,17,11,14,2,11,9,7,6,5
873,2017,강동구 명일1동,115,66,53,83,37,67,19,38,13,21,13,14,8,33,13,9,12,14,6
874,2017,강동구 명일2동,50,35,33,51,9,29,9,28,11,7,11,6,5,3,4,1,6,13,10
875,2017,강동구 상일동,77,101,38,3,17,15,19,8,10,9,10,10,6,2,4,8,4,2,3
876,2017,강동구 성내1동,139,88,47,16,34,32,16,27,15,12,19,7,19,2,5,11,8,8,1
877,2017,강동구 성내2동,149,99,77,23,55,80,22,34,20,26,22,20,20,13,11,16,12,15,10
878,2017,강동구 성내3동,180,83,81,50,87,73,15,40,21,31,27,26,19,17,18,16,18,13,15
879,2017,강동구 암사1동,129,211,61,37,55,84,32,28,25,27,26,14,13,22,18,8,8,11,10
880,2017,강동구 암사2동,59,70,39,11,17,27,10,5,9,7,8,4,4,2,2,4,3,6,4
881,2017,강동구 암사3동,18,80,22,10,3,22,10,7,6,0,4,3,5,3,6,0,0,4,0
882,2017,강동구 천호1동,81,165,51,39,30,69,23,24,23,7,19,11,11,6,10,4,5,9,4
883,2017,강동구 천호2동,298,165,90,368,130,89,47,35,35,41,37,15,25,22,25,18,12,12,12
884,2017,강동구 천호3동,113,107,66,103,66,55,28,30,20,14,22,17,6,8,8,10,9,9,9
885,2017,강북구 미아동,148,89,65,40,65,78,27,24,20,25,29,15,9,13,7,9,13,13,7
886,2017,강북구 번1동,131,62,59,39,77,60,27,31,16,35,29,8,6,6,10,8,7,6,5
887,2017,강북구 번2동,26,106,13,1,9,19,15,10,12,4,5,4,10,3,4,2,5,3,2
888,2017,강북구 번3동,32,86,13,5,12,23,13,8,10,3,8,9,5,2,6,3,3,4,3
889,2017,강북구 삼각산동,47,88,46,21,15,28,13,16,12,5,6,8,0,5,9,4,1,5,3
890,2017,강북구 삼양동,57,144,31,21,22,50,34,17,18,11,14,8,3,5,10,5,6,6,7
891,2017,강북구 송중동,183,98,62,62,88,68,29,27,23,32,22,25,18,11,13,14,10,11,7
892,2017,강북구 송천동,192,105,71,35,76,78,38,28,25,17,22,18,24,11,13,14,9,2,1
893,2017,강북구 수유1동,128,92,36,72,25,42,20,30,12,12,13,6,13,30,24,8,8,3,6
894,2017,강북구 수유2동,86,98,42,23,38,51,25,17,15,17,15,13,14,6,13,4,8,6,6
895,2017,강북구 수유3동,272,76,77,72,165,78,33,30,18,110,26,14,15,15,17,14,15,13,12
896,2017,강북구 우이동,166,85,18,37,52,26,25,15,10,20,14,10,9,6,14,5,7,6,3
897,2017,강북구 인수동,74,168,43,24,30,60,30,22,26,9,23,8,9,14,16,9,4,5,3
898,2017,강서구 가양1동,262,82,237,10,67,47,20,38,24,22,62,19,30,2,5,21,13,9,5
899,2017,강서구 가양2동,24,55,17,12,8,18,6,10,10,4,5,7,1,4,5,3,3,5,3
900,2017,강서구 가양3동,19,87,11,23,3,16,10,4,6,0,2,3,1,1,2,4,0,2,0
901,2017,강서구 공항동,139,128,57,21,74,42,28,21,15,26,28,11,22,1,6,12,9,13,5
902,2017,강서구 등촌1동,119,85,64,54,35,34,13,27,18,19,23,15,23,2,6,7,6,7,5
903,2017,강서구 등촌2동,35,67,25,8,17,24,11,15,8,6,9,8,6,1,5,5,2,5,3
904,2017,강서구 등촌3동,131,103,54,243,33,50,29,41,17,18,21,19,15,5,12,16,7,14,7
905,2017,강서구 발산1동,84,180,50,43,25,51,34,44,17,7,16,19,10,20,20,8,5,13,7
906,2017,강서구 방화1동,159,198,103,57,41,96,24,37,27,26,30,29,22,25,26,13,11,18,11
907,2017,강서구 방화2동,110,127,47,221,58,48,26,27,16,29,21,10,18,4,9,9,9,16,7
908,2017,강서구 방화3동,36,101,26,13,13,27,13,9,13,3,13,7,2,0,2,3,1,6,2
909,2017,강서구 염창동,100,86,70,19,40,49,23,25,23,14,22,17,18,3,10,9,8,14,7
910,2017,강서구 우장산동,80,115,88,37,27,69,26,18,22,18,19,14,10,5,11,7,6,16,6
911,2017,강서구 화곡1동,199,200,109,61,157,92,44,38,38,59,50,22,25,8,13,21,21,12,15
912,2017,강서구 화곡2동,28,95,24,7,16,36,19,7,11,5,10,4,6,4,3,3,4,2,2
913,2017,강서구 화곡3동,99,75,49,24,38,57,13,17,15,20,12,11,1,3,7,6,8,7,8
914,2017,강서구 화곡4동,100,109,39,48,54,61,21,27,17,32,14,16,9,21,20,10,8,4,7
915,2017,강서구 화곡6동,152,90,50,29,130,44,26,19,18,34,25,15,9,6,10,16,16,6,9
916,2017,강서구 화곡8동,70,102,70,31,29,58,15,25,16,13,13,14,2,12,17,8,4,7,6
917,2017,강서구 화곡본동,92,122,52,21,55,44,27,22,16,14,17,16,5,11,12,9,6,5,5
918,2017,관악구 낙성대동,148,48,32,6,80,32,17,23,12,25,18,15,10,1,6,17,6,3,5
919,2017,관악구 난곡동,35,136,26,14,18,48,32,18,14,8,16,10,8,6,9,3,4,6,9
920,2017,관악구 난향동,12,60,14,2,5,15,7,6,7,1,5,8,0,2,4,2,1,2,2
921,2017,관악구 남현동,81,41,25,21,50,31,6,14,11,14,18,12,7,3,7,8,2,6,1
922,2017,관악구 대학동,163,40,42,6,52,47,27,59,19,29,30,21,0,2,8,20,10,10,26
923,2017,관악구 미성동,79,160,45,49,28,54,30,25,22,11,16,16,15,8,13,6,5,5,1
924,2017,관악구 보라매동,93,70,40,168,34,55,20,24,16,16,15,15,2,5,12,12,5,9,2
925,2017,관악구 삼성동,50,136,32,25,17,31,24,10,18,5,6,7,6,20,13,3,2,2,0
926,2017,관악구 서림동,64,56,36,9,20,27,20,15,16,8,17,9,5,3,8,8,4,3,8
927,2017,관악구 서원동,145,49,32,78,97,40,21,28,11,30,21,11,7,0,6,8,9,9,8
928,2017,관악구 성현동,22,85,34,11,7,37,11,10,11,2,8,10,6,4,4,8,2,5,3
929,2017,관악구 신림동,174,26,93,57,114,59,21,23,20,51,35,11,5,5,7,9,7,2,17
930,2017,관악구 신사동,85,54,72,23,39,71,22,30,24,23,24,13,14,12,16,21,6,4,7
931,2017,관악구 신원동,71,42,35,18,28,36,18,23,11,11,10,11,3,20,16,6,2,4,6
932,2017,관악구 은천동,120,97,60,25,28,54,26,25,19,16,21,27,21,3,14,10,8,11,3
933,2017,관악구 인헌동,72,49,46,27,23,40,15,26,20,18,20,17,2,16,12,7,4,5,4
934,2017,관악구 조원동,139,436,63,42,71,51,33,21,15,34,21,17,29,10,11,27,7,5,9
935,2017,관악구 중앙동,80,43,50,16,40,39,11,9,11,8,19,13,9,1,4,4,2,4,2
936,2017,관악구 청룡동,152,50,90,84,59,70,19,35,26,23,35,24,5,9,12,14,11,8,11
937,2017,관악구 청림동,16,42,24,6,12,23,8,9,10,3,6,4,1,5,5,2,0,4,1
938,2017,관악구 행운동,100,66,66,54,37,68,20,26,26,14,25,22,5,8,10,4,4,7,7
939,2017,광진구 광장동,77,27,58,16,17,34,22,28,16,6,21,10,6,3,9,6,4,13,1
940,2017,광진구 구의1동,158,63,82,35,75,58,22,27,21,52,25,15,4,6,7,12,13,12,8
941,2017,광진구 구의2동,99,119,39,24,23,39,21,21,16,12,14,12,6,1,9,5,4,9,7
942,2017,광진구 구의3동,137,50,63,95,32,58,38,33,24,18,21,18,7,1,4,11,7,15,8
943,2017,광진구 군자동,110,62,50,23,57,47,19,32,19,22,21,19,9,2,11,13,8,7,8
944,2017,광진구 능동,53,27,26,5,30,10,15,10,5,18,19,7,3,0,3,0,5,8,2
945,2017,광진구 자양1동,134,93,60,61,27,59,21,18,16,20,18,12,12,26,21,12,8,6,8
946,2017,광진구 자양2동,70,134,52,13,38,49,22,18,24,18,20,10,9,5,5,4,4,6,6
947,2017,광진구 자양3동,74,96,60,78,12,42,13,19,20,3,18,10,4,1,6,8,3,14,2
948,2017,광진구 자양4동,133,113,54,92,52,59,21,29,17,49,23,20,8,24,22,87,12,6,12
949,2017,광진구 중곡1동,104,66,46,18,50,42,23,20,11,20,15,13,16,17,14,4,7,5,4
950,2017,광진구 중곡2동,98,90,60,27,37,59,19,16,17,22,18,7,10,5,6,5,3,5,6
951,2017,광진구 중곡3동,73,66,48,20,55,49,17,21,15,19,17,7,8,3,5,5,4,5,7
952,2017,광진구 중곡4동,89,143,42,56,35,54,27,24,19,18,21,6,2,9,13,5,7,10,6
953,2017,광진구 화양동,274,35,70,49,238,81,24,48,26,95,51,24,3,10,6,21,21,16,20
954,2017,구로구 가리봉동,71,39,21,16,67,38,42,6,9,40,14,2,7,11,9,77,2,1,9
955,2017,구로구 개봉1동,120,159,49,25,44,69,40,26,24,20,19,22,13,7,20,16,8,12,7
956,2017,구로구 개봉2동,60,122,43,15,32,59,23,22,19,11,8,11,7,9,9,5,3,7,5
957,2017,구로구 개봉3동,58,108,31,20,24,45,17,14,10,7,10,15,9,4,9,4,6,6,7
958,2017,구로구 고척1동,121,106,26,88,46,42,28,23,12,20,12,21,9,9,9,9,13,6,7
959,2017,구로구 고척2동,76,142,45,43,26,58,23,22,19,12,16,15,16,14,13,7,4,7,2
960,2017,구로구 구로1동,22,74,24,7,19,22,8,11,13,2,9,4,6,0,8,3,2,2,3
961,2017,구로구 구로2동,256,146,89,31,84,79,77,30,26,36,24,13,23,10,14,65,12,7,7
962,2017,구로구 구로3동,309,59,124,34,71,51,31,53,20,41,61,24,6,0,5,39,14,17,5
963,2017,구로구 구로4동,133,84,64,84,92,68,53,36,20,37,15,19,4,35,18,72,7,7,9
964,2017,구로구 구로5동,226,113,85,241,66,45,27,40,27,44,27,18,12,3,7,32,11,12,7
965,2017,구로구 수궁동,66,152,33,9,13,32,24,12,12,10,19,13,8,3,12,5,5,8,4
966,2017,구로구 신도림동,127,74,65,152,24,45,20,22,14,11,24,23,10,3,8,11,4,15,3
967,2017,구로구 오류1동,77,68,32,22,35,38,17,20,15,18,20,11,5,10,11,6,9,6,5
968,2017,구로구 오류2동,86,200,47,13,13,47,24,23,20,6,19,20,7,11,15,6,1,7,2
969,2017,금천구 가산동,459,180,186,736,80,38,58,72,18,32,87,29,18,4,3,57,20,17,9
970,2017,금천구 독산1동,187,186,71,52,50,50,51,29,24,35,30,17,36,6,60,24,10,10,4
971,2017,금천구 독산2동,82,96,33,16,33,53,25,14,16,11,11,8,9,7,12,6,5,3,7
972,2017,금천구 독산3동,115,145,66,41,62,73,59,27,26,28,16,13,15,21,17,53,9,5,10
973,2017,금천구 독산4동,73,81,29,11,50,36,21,14,12,26,12,10,7,2,5,12,7,2,6
974,2017,금천구 시흥1동,239,155,75,131,97,84,43,56,27,45,33,27,15,39,22,19,16,15,10
975,2017,금천구 시흥2동,7,118,18,2,6,19,8,7,8,1,3,2,3,1,5,0,0,2,0
976,2017,금천구 시흥3동,72,111,28,5,15,14,14,10,4,7,9,5,17,0,6,5,4,4,2
977,2017,금천구 시흥4동,30,140,21,15,20,37,18,11,10,6,10,8,6,2,9,3,3,2,3
978,2017,금천구 시흥5동,78,119,36,26,34,48,31,19,17,15,9,17,8,10,13,3,6,6,10
979,2017,노원구 공릉1동,208,198,67,51,56,82,26,29,24,30,44,27,27,18,12,11,12,13,8
980,2017,노원구 공릉2동,104,187,54,21,22,57,19,40,21,28,32,25,5,3,14,6,11,12,10
981,2017,노원구 상계10동,6,50,11,8,3,9,10,3,3,3,3,2,1,0,0,1,1,1,1
982,2017,노원구 상계1동,172,142,57,25,48,66,24,24,23,31,24,24,19,1,17,8,10,10,8
983,2017,노원구 상계2동,226,71,59,268,97,89,25,43,22,65,22,33,19,9,16,17,15,17,13
984,2017,노원구 상계3.4동,92,152,37,18,38,43,35,11,17,16,10,13,4,14,9,4,9,5,3
985,2017,노원구 상계5동,82,137,55,32,26,65,28,27,15,17,13,15,14,8,8,5,9,9,10
986,2017,노원구 상계6.7동,113,86,58,25,22,52,20,22,16,20,25,24,3,9,7,15,7,10,5
987,2017,노원구 상계8동,19,48,16,17,7,16,7,7,9,4,5,3,1,3,3,3,0,4,2
988,2017,노원구 상계9동,21,76,23,24,7,20,9,9,9,2,5,8,0,4,4,2,1,3,1
989,2017,노원구 월계1동,132,133,33,13,31,41,15,34,13,35,27,22,11,2,8,9,13,7,10
990,2017,노원구 월계2동,20,156,16,6,5,26,14,13,11,2,13,14,1,2,7,3,0,4,0
991,2017,노원구 월계3동,32,146,33,37,3,30,15,13,13,1,10,11,1,3,6,4,0,9,1
992,2017,노원구 중계1동,33,55,34,18,8,32,15,28,17,6,10,7,7,1,7,2,1,11,4
993,2017,노원구 중계2.3동,54,137,22,219,13,38,22,22,12,2,7,13,1,2,9,11,1,13,0
994,2017,노원구 중계4동,107,74,22,37,35,30,16,20,6,25,8,18,5,2,5,6,8,5,5
995,2017,노원구 중계본동,47,67,38,18,18,35,14,25,15,7,12,18,6,2,6,8,4,5,5
996,2017,노원구 하계1동,77,63,21,100,11,24,18,18,12,2,14,13,14,1,7,8,2,5,1
997,2017,노원구 하계2동,15,56,14,2,2,16,7,6,7,0,5,5,0,1,2,0,0,2,2
998,2017,도봉구 도봉1동,199,101,45,21,52,44,32,22,14,28,22,11,13,7,13,10,10,3,6
999,2017,도봉구 도봉2동,87,104,40,20,39,39,15,11,14,9,14,10,9,6,6,7,3,8,3
1000,2017,도봉구 방학1동,210,96,75,88,70,72,31,31,20,51,21,30,18,12,11,14,21,14,15
1001,2017,도봉구 방학2동,74,85,20,32,11,54,23,20,13,10,12,8,8,25,12,6,5,6,1
1002,2017,도봉구 방학3동,42,102,23,12,4,18,12,11,13,5,8,13,7,2,4,1,4,4,0
1003,2017,도봉구 쌍문1동,34,80,22,8,10,33,21,16,15,3,12,11,3,5,8,5,4,6,2
1004,2017,도봉구 쌍문2동,72,86,28,26,25,53,18,23,16,18,12,12,9,2,7,6,8,5,8
1005,2017,도봉구 쌍문3동,59,50,39,33,15,33,22,13,12,6,13,12,10,11,12,7,2,3,2
1006,2017,도봉구 쌍문4동,14,60,15,21,2,27,11,14,11,1,9,6,1,1,8,2,0,1,3
1007,2017,도봉구 창1동,64,410,46,25,21,36,16,15,16,14,14,7,8,5,6,3,5,6,4
1008,2017,도봉구 창2동,72,132,42,32,19,58,23,17,23,7,19,21,10,8,14,7,6,6,10
1009,2017,도봉구 창3동,67,78,27,19,29,32,13,15,13,13,9,9,11,8,12,3,4,6,0
1010,2017,도봉구 창4동,68,61,35,24,26,25,16,23,11,15,13,14,3,3,3,5,4,9,5
1011,2017,도봉구 창5동,74,76,42,26,27,46,15,20,14,18,15,17,9,3,10,11,9,9,6
1012,2017,동대문구 답십리1동,82,87,63,27,25,28,16,11,12,15,21,8,9,1,4,3,6,5,2
1013,2017,동대문구 답십리2동,104,145,53,24,30,39,28,22,19,13,17,11,26,12,14,8,6,5,4
1014,2017,동대문구 용신동,340,104,111,70,65,48,76,52,28,25,49,19,28,29,16,20,14,9,4
1015,2017,동대문구 이문1동,129,80,59,20,66,58,29,45,25,17,29,27,9,11,6,18,6,9,10
1016,2017,동대문구 이문2동,28,82,29,6,19,20,12,6,11,6,13,9,3,3,7,3,1,4,1
1017,2017,동대문구 장안1동,247,186,92,60,75,75,41,40,37,30,45,24,103,8,21,19,17,11,11
1018,2017,동대문구 장안2동,221,162,65,138,73,80,43,47,26,28,29,22,21,6,22,14,17,13,8
1019,2017,동대문구 전농1동,161,109,65,216,54,63,33,45,18,21,29,18,18,12,20,6,7,9,7
1020,2017,동대문구 전농2동,32,76,19,12,14,31,13,19,13,8,12,9,3,2,2,8,4,4,2
1021,2017,동대문구 제기동,240,90,63,33,92,40,94,35,18,5,23,12,28,534,73,20,3,9,4
1022,2017,동대문구 청량리동,148,85,40,35,37,47,45,32,14,18,13,16,5,22,8,9,9,5,5
1023,2017,동대문구 회기동,118,25,20,39,63,28,14,35,8,22,19,14,1,2,1,17,8,10,9
1024,2017,동대문구 휘경1동,79,41,31,17,25,29,19,21,12,11,14,12,4,6,8,6,2,5,6
1025,2017,동대문구 휘경2동,35,461,40,3,10,25,13,14,14,4,17,13,4,3,5,2,5,5,3
1026,2017,동작구 노량진1동,160,24,75,19,48,51,30,51,23,15,36,23,3,6,9,19,8,16,23
1027,2017,동작구 노량진2동,95,12,38,16,36,27,24,28,9,16,17,9,0,4,6,11,3,5,5
1028,2017,동작구 대방동,78,39,62,20,36,42,24,28,23,13,30,20,15,5,4,12,6,14,4
1029,2017,동작구 사당1동,164,20,79,37,71,49,18,17,21,32,23,16,5,6,10,16,9,13,8
1030,2017,동작구 사당2동,135,26,65,64,90,57,19,27,21,28,18,20,3,20,12,15,7,9,8
1031,2017,동작구 사당3동,53,24,43,11,14,35,13,10,13,5,10,14,9,6,8,1,1,4,0
1032,2017,동작구 사당4동,26,25,25,16,11,29,11,18,16,9,6,9,0,14,13,1,2,6,4
1033,2017,동작구 사당5동,21,22,17,3,3,25,10,5,7,2,4,6,5,3,4,2,1,0,1
1034,2017,동작구 상도1동,106,34,87,31,53,61,23,39,17,16,40,28,15,11,12,13,11,15,15
1035,2017,동작구 상도2동,91,31,80,40,27,53,16,23,15,16,16,14,7,10,10,7,7,13,5
1036,2017,동작구 상도3동,49,33,45,38,17,50,16,16,13,13,11,14,1,8,8,6,4,6,6
1037,2017,동작구 상도4동,54,48,31,17,19,43,19,14,13,11,14,12,2,8,12,3,2,1,2
1038,2017,동작구 신대방1동,61,15,42,30,21,48,22,17,17,11,9,9,6,8,9,15,2,8,3
1039,2017,동작구 신대방2동,105,22,51,10,19,37,13,25,12,10,23,9,6,3,3,12,8,10,5
1040,2017,동작구 흑석동,137,23,89,35,64,62,34,35,23,11,20,19,4,10,10,13,10,16,8
1041,2017,마포구 공덕동,199,90,105,17,66,75,39,31,28,15,27,24,4,14,18,18,13,7,6
1042,2017,마포구 대흥동,108,28,67,10,34,38,15,32,8,10,31,20,6,3,6,13,3,9,8
1043,2017,마포구 도화동,139,45,54,23,62,41,15,23,18,21,18,15,2,11,8,17,4,5,2
1044,2017,마포구 망원1동,102,101,48,34,41,42,12,30,15,19,21,13,9,16,11,10,7,13,4
1045,2017,마포구 망원2동,82,93,43,29,31,54,15,22,16,11,15,19,6,10,13,12,4,9,4
1046,2017,마포구 상암동,226,85,60,19,41,32,31,49,18,7,44,27,1,4,7,22,6,19,2
1047,2017,마포구 서강동,127,46,68,34,87,65,14,25,14,3,32,14,7,2,6,12,2,27,7
1048,2017,마포구 서교동,633,42,153,379,523,256,36,116,20,88,100,64,9,4,10,71,25,91,25
1049,2017,마포구 성산1동,67,62,43,7,19,21,16,15,14,12,21,7,15,0,3,9,3,7,3
1050,2017,마포구 성산2동,97,140,52,83,21,42,20,29,19,2,24,16,12,24,9,9,6,11,1
1051,2017,마포구 신수동,67,54,48,4,16,33,16,19,11,3,12,12,7,4,5,10,3,8,0
1052,2017,마포구 아현동,89,30,80,29,23,37,24,16,13,1,17,9,4,14,15,4,0,8,2
1053,2017,마포구 연남동,90,38,43,29,86,34,10,21,9,8,22,11,8,0,4,32,1,21,1
1054,2017,마포구 염리동,43,29,27,16,16,27,11,18,7,7,8,14,4,5,4,7,1,8,0
1055,2017,마포구 용강동,163,28,70,11,60,28,16,28,16,24,24,9,9,3,8,11,8,8,1
1056,2017,마포구 합정동,140,69,61,26,81,55,10,19,15,12,27,7,12,1,3,15,4,12,4
1057,2017,서대문구 남가좌1동,71,39,32,51,22,12,22,15,4,4,7,7,0,28,15,2,2,3,0
1058,2017,서대문구 남가좌2동,96,67,54,23,32,56,21,25,12,20,15,21,11,3,15,12,6,9,4
1059,2017,서대문구 북가좌1동,23,74,26,6,3,20,9,6,8,0,11,9,6,0,2,0,2,7,2
1060,2017,서대문구 북가좌2동,81,149,78,18,46,76,25,25,26,14,26,23,12,0,12,9,9,9,8
1061,2017,서대문구 북아현동,39,69,71,11,16,15,23,8,10,3,6,7,2,4,2,3,1,5,1
1062,2017,서대문구 신촌동,345,20,86,146,220,137,45,95,19,53,67,36,1,3,8,40,19,33,20
1063,2017,서대문구 연희동,126,118,65,56,52,66,31,40,26,9,34,18,27,4,8,23,4,19,3
1064,2017,서대문구 천연동,77,34,35,27,26,25,17,29,11,6,9,10,3,12,10,3,3,3,1
1065,2017,서대문구 충현동,185,18,49,10,45,27,23,33,16,10,26,4,5,3,3,8,7,7,3
1066,2017,서대문구 홍은1동,50,76,33,19,18,39,22,13,14,3,7,12,4,6,11,3,3,5,3
1067,2017,서대문구 홍은2동,78,102,29,12,28,29,24,27,12,6,17,8,13,0,4,7,7,7,8
1068,2017,서대문구 홍제1동,72,68,37,18,22,45,18,15,14,11,13,13,5,5,7,3,2,5,2
1069,2017,서대문구 홍제2동,36,27,32,12,14,20,6,7,9,8,5,6,0,1,6,3,3,2,3
1070,2017,서대문구 홍제3동,96,74,28,31,33,30,23,24,11,11,12,14,6,62,19,5,7,7,1
1071,2017,서초구 내곡동,33,43,27,2,3,5,9,4,4,2,10,3,0,1,1,2,0,2,0
1072,2017,서초구 반포1동,94,13,88,31,30,45,13,21,24,12,28,15,7,3,4,8,4,10,5
1073,2017,서초구 반포2동,10,3,49,11,1,23,5,10,7,0,7,1,0,5,5,2,0,3,0
1074,2017,서초구 반포3동,47,4,74,71,5,19,14,19,7,5,6,11,3,1,2,5,1,5,3
1075,2017,서초구 반포4동,157,10,28,577,23,36,30,51,11,9,30,6,4,5,6,19,4,35,4
1076,2017,서초구 반포본동,26,0,31,71,13,23,15,13,7,2,5,7,4,7,7,4,1,5,1
1077,2017,서초구 방배1동,107,22,54,25,28,47,15,20,13,23,16,11,3,0,13,17,8,9,9
1078,2017,서초구 방배2동,153,54,82,23,48,38,17,18,18,18,17,8,13,2,11,12,9,11,4
1079,2017,서초구 방배3동,36,28,46,12,8,27,17,12,16,0,12,4,8,0,5,3,2,6,0
1080,2017,서초구 방배4동,114,40,102,22,19,65,12,28,23,9,19,12,27,6,6,8,7,16,2
1081,2017,서초구 방배본동,99,17,48,29,33,49,13,19,16,19,18,8,9,1,7,6,3,14,2
1082,2017,서초구 서초1동,170,12,95,25,19,48,20,27,19,13,28,16,26,1,6,16,10,16,8
1083,2017,서초구 서초2동,214,8,130,25,33,50,23,36,16,15,34,23,5,0,4,21,11,13,4
1084,2017,서초구 서초3동,432,32,166,34,106,51,26,52,30,55,62,20,19,2,7,40,25,28,7
1085,2017,서초구 서초4동,166,5,93,55,47,41,18,40,17,20,28,17,1,5,9,22,8,14,3
1086,2017,서초구 양재1동,224,92,84,34,50,52,26,37,28,29,40,28,30,3,11,22,20,16,6
1087,2017,서초구 양재2동,307,74,91,97,49,40,28,43,19,51,38,18,49,1,10,16,21,15,7
1088,2017,서초구 잠원동,175,17,91,14,53,31,21,23,23,26,30,20,4,2,6,15,7,9,3
1089,2017,성동구 금호1가동,25,42,24,6,7,24,7,7,9,3,4,3,3,1,2,1,2,2,2
1090,2017,성동구 금호2.3가동,86,78,55,33,26,56,16,19,17,6,11,15,0,4,12,5,4,6,2
1091,2017,성동구 금호4가동,46,32,25,16,22,22,9,7,7,8,7,6,2,4,4,4,2,4,4
1092,2017,성동구 마장동,121,103,33,3,25,25,34,16,14,6,11,9,16,5,40,6,9,4,2
1093,2017,성동구 사근동,130,38,34,10,65,24,17,47,10,25,27,15,0,1,4,14,14,4,13
1094,2017,성동구 성수1가1동,60,65,51,9,13,21,14,10,8,11,17,5,7,0,1,5,2,3,1
1095,2017,성동구 성수1가2동,140,82,52,19,15,23,12,19,9,13,22,11,12,3,7,8,8,6,2
1096,2017,성동구 성수2가1동,159,96,43,40,46,30,25,33,16,22,17,14,26,8,4,14,5,9,4
1097,2017,성동구 성수2가3동,218,296,70,22,24,16,33,22,8,26,41,11,43,2,3,16,15,7,4
1098,2017,성동구 송정동,31,57,16,5,6,21,12,9,8,4,6,3,7,6,3,2,3,3,1
1099,2017,성동구 옥수동,40,35,56,11,8,30,8,11,18,3,11,8,4,1,9,4,1,13,2
1100,2017,성동구 왕십리2동,35,70,38,14,13,26,12,7,10,4,9,8,0,5,3,2,2,2,4
1101,2017,성동구 왕십리도선동,172,65,106,36,55,59,25,27,12,16,25,14,7,8,10,7,5,13,3
1102,2017,성동구 용답동,118,55,37,26,40,32,43,24,13,14,15,8,76,9,9,6,6,3,7
1103,2017,성동구 응봉동,11,58,14,4,5,14,9,5,8,1,2,4,4,0,1,1,1,2,1
1104,2017,성동구 행당1동,110,47,34,99,14,38,21,32,12,11,14,13,2,8,12,13,5,17,4
1105,2017,성동구 행당2동,15,55,27,19,2,24,6,12,11,2,6,8,1,1,3,1,0,4,0
1106,2017,성북구 길음1동,47,68,55,35,51,43,19,30,14,8,7,11,0,15,13,4,3,12,3
1107,2017,성북구 길음2동,52,44,32,73,13,30,11,12,9,3,8,5,5,4,5,5,1,10,3
1108,2017,성북구 돈암1동,10,49,18,5,3,10,6,4,9,1,4,2,2,0,7,1,0,1,1
1109,2017,성북구 돈암2동,16,38,30,10,1,15,7,9,8,0,2,5,0,2,4,2,0,4,0
1110,2017,성북구 동선동,144,30,70,76,101,94,18,60,16,28,33,19,5,5,4,14,10,19,7
1111,2017,성북구 보문동,83,55,44,16,28,35,17,9,12,5,15,9,12,6,7,6,2,4,3
1112,2017,성북구 삼선동,171,69,53,39,64,54,31,39,18,18,21,19,6,15,18,13,10,9,2
1113,2017,성북구 석관동,173,187,72,34,55,69,32,27,23,17,21,19,15,9,15,8,12,6,6
1114,2017,성북구 성북동,84,28,37,34,17,26,16,10,10,2,18,9,9,4,6,6,1,12,2
1115,2017,성북구 안암동,116,49,34,11,75,42,22,33,11,18,37,13,6,0,1,22,8,11,15
1116,2017,성북구 월곡1동,72,111,36,22,13,40,25,17,17,10,12,16,16,9,9,6,2,8,1
1117,2017,성북구 월곡2동,114,93,33,34,29,47,19,30,16,21,20,14,15,8,14,6,7,10,8
1118,2017,성북구 장위1동,55,115,32,16,21,33,27,12,19,8,10,5,5,3,6,5,4,2,4
1119,2017,성북구 장위2동,93,82,46,39,51,39,31,14,11,11,8,10,13,16,18,7,4,4,2
1120,2017,성북구 장위3동,26,60,16,11,7,15,13,5,8,0,3,3,9,1,4,3,1,2,2
1121,2017,성북구 정릉1동,47,41,27,6,11,29,12,11,13,5,11,9,8,0,6,3,2,4,1
1122,2017,성북구 정릉2동,57,107,34,12,15,29,12,11,11,9,11,14,8,2,5,5,4,4,5
1123,2017,성북구 정릉3동,61,49,14,3,22,26,16,11,5,4,9,9,5,1,5,8,7,3,3
1124,2017,성북구 정릉4동,66,78,33,10,17,28,25,8,15,5,12,12,3,5,10,2,8,7,5
1125,2017,성북구 종암동,125,159,61,34,39,64,27,34,29,16,25,19,10,9,15,8,8,8,8
1126,2017,송파구 가락1동,54,6,0,0,5,0,18,2,0,0,2,0,3,3,2,0,0,1,0
1127,2017,송파구 가락2동,100,89,66,42,29,69,26,18,23,27,14,14,17,3,9,9,6,12,9
