매장명,매장주소
본 죽&비빔밥 제천점,충청북도 제천시 의림대로 102-2 (중앙로1가) 1층
본 죽&비빔밥 단양점,"충청북도 단양군 단양읍 삼봉로 299 (별곡리, 하나로약국) 1층"
본 죽&비빔밥 청주율량점,충청북도 청주시 청원구 율봉로 197 (율량동) 1층
본 죽&비빔밥 충북오송점,충청북도 청주시 흥덕구 오송읍 오송생명로 186 (연제리) 오송프라자 1층 105호
본 죽&비빔밥 청주사천점,충청북도 청주시 청원구 율봉로 106 (율량동) 1층 103호
본 죽&비빔밥 충주터미널점,"충청북도 충주시 봉계1길 60 (칠금동, 대영빌딩) 1층"
본 죽&비빔밥 청주오창2지구점,충청북도 청주시 청원구 오창읍 2산단로 138 (주성리) 101호
본 죽&비빔밥 청주성안길점,충북 청주시 상당구 상당로 77-4 (북문로1가) 102호
본 죽&비빔밥 충북영동점,충청북도 영동군 영동읍 영산로 5 (상가) 1층
본 죽&비빔밥 제천명지병원점,"충청북도 제천시 내토로 991 (고암동, 의료법인명지의료재단명지병원) 101호"
본 죽&비빔밥 청주동남점,충청북도 청주시 상당구 중고개로 115 (용암동)
본 죽&비빔밥 음성금왕점,충청북도 음성군 금왕읍 무극로 338 102호
본 죽&비빔밥 청주옥산점,"충청북도 청주시 흥덕구 옥산면 오송가락로 1049 101,102호(일부)"
본 죽&비빔밥 충주호암점,충청북도 충주시 호암수청2로 29 (호암동)
본 죽&비빔밥 청주테크노폴리스점,충청북도 청주시 흥덕구 송화로150번길 21 (송절동)
본 죽&비빔밥 충주계룡힐스점,충청북도 충주시 연수동 연수동산로3길 20 대명프라자 1층 107호
본 죽&비빔밥 보령동대점,충청남도 보령시 한내로터리길 85 (동대동) 102호
본 죽&비빔밥 아산음봉점,충청남도 아산시 음봉면 음봉로 515-46 (월랑리) 1층 102호
본 죽&비빔밥 서천장항점,"충청남도 서천군 장항읍 장항로 168 (창선1리, 북경한의원) 1층"
본 죽&비빔밥 보령대천점,충청남도 보령시 대천로 11 (대천동) 1층
본 죽&비빔밥 아산이수병원점,충청남도 아산시 배방읍 고속철대로 61 (장재리) B1층
본 죽&비빔밥 당진터미널점,"충청남도 당진시 밤절로 168 (수청동, 로뎀타워) 113호"
본 죽&비빔밥 계룡대점,충청남도 계룡시 엄사면 엄사중앙로 105-1 (엄사리) 1층
본 죽&비빔밥 천안쌍용이마트점,"충청남도 천안시 서북구 충무로 205 (쌍용동, 다선빌딩) 1층"
본 죽&비빔밥 천안터미널점,"충청남도 천안시 동남구 만남로 11 (신부동, 두아빌딩) 1층"
본 죽&비빔밥 천안직산점,충청남도 천안시 서북구 성거읍 봉주로 97 (신월리) 104호
본 죽&비빔밥 온양온천역점,"충청남도 아산시 온천대로 1490 (온천동, 허브치과의원) 1층"
본 죽&비빔밥 아산테크노밸리점,충청남도 아산시 둔포면 아산밸리중앙로 85 (석곡리) 104호
본 죽&비빔밥 천안두정역점,충청남도 천안시 서북구 봉정로 380 (두정동) 1층
본 죽&비빔밥 서산해미점,충청남도 서산시 해미면 해운로 13 (읍내리) 1층
본 죽&비빔밥 서산테크노밸리점,"충청남도 서산시 성연면 성연3로 36 (왕정리, 이안아파트) 207호"
본 죽&비빔밥 논산내동점,충청남도 논산시 대학로 87 (내동) 109호
본 죽&비빔밥 당진수청점,충남 당진시 시청2로 49-19 (수청동) 116호
본 죽&비빔밥 충남도청점,"충남 홍성군 홍북읍 청사로174번길 2 (신경리, 한승갤러리) 101호"
본 죽&비빔밥 홍성점,충청남도 홍성군 홍성읍 조양로 140
본 죽&비빔밥 천안백석푸르지오점,충청남도 천안시 서북구 한들3로 84 (백석동) 105호
본 죽&비빔밥 천안펜타포트점,"충청남도 천안시 서북구 공원로 195 (불당동, 펜타포트) 펜타포스 상가 지하1층"
본 죽&비빔밥 천안성거점,충청남도 천안시 서북구 성거읍 성거길 85 (소리샘음악학원) 101호
본 죽&비빔밥 천안성성점,충청남도 천안시 서북구 성성8로 14-10 (성성동) 104호
본 죽&비빔밥 예산터미널점,충청남도 예산군 예산읍 역전로 154 101호
본 죽&비빔밥 서산터미널점,"충청남도 서산시 안견로 190 (동문동, 서산공용버스터미널)"
본 죽&비빔밥 천안신불당북부점,충청남도 천안시 서북구 불당25로 192 (불당동) 골든프라자2 116호
본 죽&비빔밥 내포첫마을점,"충청남도 홍성군 홍북면 청사로48번길 4 아이프라자(105호, 106호)"
본 죽&비빔밥 아산모종점,충청남도 아산시 모종남로12번길 11 (모종동) 103호
본 죽&비빔밥 충남태안점,충청남도 태안군 태안읍 중앙로 165
본 죽&비빔밥 충남보령점,충청남도 보령시 주공로 8 (명천동)
본 죽&비빔밥 천안청당점,충청남도 천안시 동남구 청수4로 10 (청당동) 107호
본 죽&비빔밥 천안신불당남부점,충청남도 천안시 서북구 불당33길 24 (불당동) 리앤시티 106호
본 죽&비빔밥 전주중화산점,"전라북도 전주시 완산구 백제대로 230 (중화산동2가, 훼미리마트)"
본 죽&비빔밥 전주평화현대점,전라북도 전주시 완산구 모악로 4692 (평화동2가) 1층
본 죽&비빔밥 익산중앙점,"전라북도 익산시 익산대로 160 (중앙동1가, 대동의원) 1층"
본 죽&비빔밥 익산함열점,"전라북도 익산시 함열읍 함열중앙로 14 (와리, 느티나무한의원) 1층"
본 죽&비빔밥 전주서곡점,전라북도 전주시 완산구 세내로 546 (효자동3가) 1층
본 죽&비빔밥 전주아중점,"전라북도 전주시 덕진구 무삼지로 80 (인후동1가, 이태관내과) 1층"
본 죽&비빔밥 익산모현점,"전라북도 익산시 고현로 100 (모현동1가, 보디가드모현점) 1층"
본 죽&비빔밥 익산부송점,전라북도 익산시 무왕로 1192-1 (부송동) 학산빌딩 1층
본 죽&비빔밥 군산대명점,"전북 군산시 대명4길 9 (금암동, 레비뉴스테이) 상가동 113호"
본 죽&비빔밥 익산영등제일점,"전라북도 익산시 고봉로30길 13 (영등동, 제일아파트) 제일A상가 110동 105호"
본 죽&비빔밥 전주효천점,전라북도 전주시 완산구 효천중앙로 55 (효자동2가) 106호
본 죽&비빔밥 전주객사점,전라북도 전주시 완산구 충경로 40 (중앙동2가) 1층
본 죽&비빔밥 전주솔내점,전라북도 전주시 덕진구 시천로 48 (송천동1가)
본 죽&비빔밥 남원도통점,전라북도 남원시 오들1길 17 (도통동)
본 죽&비빔밥 전주삼천흥건점,"전라북도 전주시 완산구 거마평로 33 (삼천동1가, 흥건2차아파트상가)"
본 죽&비빔밥 전주하가점,"전라북도 전주시 덕진구 가련산로 6 (덕진동2가, 예담빌딩) 1층"
본 죽&비빔밥 정읍상동점,전라북도 정읍시 충정로 59 (상동) 102호
본 죽&비빔밥 전주에코시티점,전라북도 전주시 덕진구 세병2길 21 (송천동2가) 101동 104호
본 죽&비빔밥 전주예수병원점,"전라북도 전주시 완산구 서원로 365 (중화산동1가, 예수병원) 지하1층 상가"
본 죽&비빔밥 전주혁신도시점,전라북도 완주군 이서면 기지로 51
본 죽&비빔밥 전주만성점,전라북도 전주시 덕진구 만성중앙로 45 (만성동) 센타프라자 107호
본 죽&비빔밥 군산나운점,"전라북도 군산시 하나운로 76 (나운동, 군산통증의학과의원) 1층"
본 죽&비빔밥 전주대자인병원점,전라북도 전주시 덕진구 견훤로 379 (인후동2가)
본 죽&비빔밥 전주고려병원점,전라북도 전주시 덕진구 안덕원로 373 (산정동)
본 죽&비빔밥 군산디오션점,전라북도 군산시 궁포3로 5 (조촌동) 103호
본 죽&비빔밥 전주롯데점,전라북도 전주시 완산구 온고을로 30-18 (서신동) 한율빌딩 1층
본 죽&비빔밥 전주서신점,"전라북도 전주시 완산구 서신로 11 (서신동, 진하빌딩)"
본 죽&비빔밥 전북대점,전라북도 전주시 덕진구 권삼득로 333 원플러스 103호
본 죽&비빔밥 군산미장지구점,전라북도 군산시 수송로 289 (미장동) 정원빌딩 101호
본 죽&비빔밥 군산수송점,전라북도 군산시 월명로 245 (수송동) 1층
본 죽&비빔밥 익산영등점,전라북도 익산시 무왕로9길 7 (영등동) 1층
본 죽&비빔밥 익산동산이마트점,전라북도 익산시 서동로 31 301동 101-1호
본 죽&비빔밥 동군산병원점,전라북도 군산시 조촌로 149 동군산병원
본 죽&비빔밥 전주전북도청점,전라북도 전주시 완산구 홍산남로 45
본 죽&비빔밥 군산지곡점,전라북도 군산시 백토로 231
본 죽&비빔밥 군산대학교점,"전라북도 군산시 황룡로 16 (미룡동, 토파즈빌딩) 105호 본죽&비빔밥 군산대학교점"
본 죽&비빔밥 순천오천점,"전라남도 순천시 오천6길 24 (오천동, G-Place 오) 113호"
본 죽&비빔밥 전남장성점,전라남도 장성군 장성읍 영천로 165-1 (영천리) 1층
본 죽&비빔밥 순천조례왕지점,"전라남도 순천시 왕궁길 10 (조례동, 동죽) 1층"
본 죽&비빔밥 목포하당점,전라남도 목포시 백년대로 330 (상동) 1층
본 죽&비빔밥 여수미평점,전라남도 여수시 둔덕2길 6-4 (미평동) 1층
본 죽&비빔밥 순천병원점,"전라남도 순천시 조례1길 5 (조례동, 경희미용실) 1층"
본 죽&비빔밥 목포용해점,"전라남도 목포시 용해지구로 9 (용해동, 유앤아이치과) 101호"
본 죽&비빔밥 여수소호점,전라남도 여수시 소호로 471-1 (소호동) 1층
본 죽&비빔밥 목포북항점,전남 목포시 청호로 183 (산정동) 101호
본 죽&비빔밥 순천용당점,전남 순천시 용당삼산로 11 (용당동) 1층
본 죽&비빔밥 영암삼호점,전라남도 영암군 삼호읍 대불주거5로 6
본 죽&비빔밥 여수웅천점,전라남도 여수시 웅천로 19-9 (웅천동) 101호
본 죽&비빔밥 순천연향점,"전라남도 순천시 연향번영길 122 (연향동, 휴대폰종합할인매장)"
본 죽&비빔밥 전남곡성점,전라남도 곡성군 곡성읍 읍내8길 11-1
본 죽&비빔밥 전남화순점,전라남도 화순군 화순읍 광덕로 183 (대방마트)
본 죽&비빔밥 영광점,전라남도 영광군 영광읍 물무로 105
본 죽&비빔밥 여수한국병원점,전라남도 여수시 여천체육공원길 10 (신기동)
본 죽&비빔밥 여수중앙점,전라남도 여수시 좌수영로 39 (광무동) 2층
본 죽&비빔밥 여수죽림점,전라남도 여수시 소라면 죽림로 5
본 죽&비빔밥 나주혁신호수공원점,"전라남도 나주시 그린로 339 (빛가람동) 101, 102호"
본 죽&비빔밥 순천중앙점,"전라남도 순천시 중앙로 73 (저전동, SK텔레콤,본죽)"
본 죽&비빔밥 나주혁신한전점,전라남도 나주시 전력로 2 이화프라자 1층 101호
본 죽&비빔밥 순천신대점,전라남도 순천시 해룡면 신대3길 2 102호
본 죽&비빔밥 전남강진점,전라남도 강진군 강진읍 영랑로 18-2
본 죽&비빔밥 목포남악점,전라남도 무안군 삼향읍 남악2로 74번길 37 자일빌딩 103호
본 죽&비빔밥 구미순천향병원점,"경상북도 구미시 1공단로 182 (공단동, 금오빌딩) 104호"
본 죽&비빔밥 경북영덕점,경상북도 영덕군 영덕읍 덕곡길 115 (남석리)
본 죽&비빔밥 포항대이점,경상북도 포항시 남구 대이로 97 (대잠동) 1층
본 죽&비빔밥 포항연일점,경상북도 포항시 남구 연일읍 연일로159번길 12 (생지리)
본 죽&비빔밥 경산진량점,경상북도 경산시 진량읍 공단로 503 (신상리) 1층
본 죽&비빔밥 구미도량봉곡점,경상북도 구미시 야은로 269 (봉곡동) 1층
본 죽&비빔밥 구미선산점,경상북도 구미시 선산읍 남문로 30-1 (동부리)
본 죽&비빔밥 포항법원점,경상북도 포항시 북구 법원로 152 (양덕동) 대왕프라자 105호
본 죽&비빔밥 구미신평비산점,"경상북도 구미시 신비로 95 (공단동, 강변파라디아) 1층 106호"
본 죽&비빔밥 문경시청점,"경상북도 문경시 매봉4길 29 (모전동, 모전주공아파트) 105호"
본 죽&비빔밥 경산정평점,경상북도 경산시 대학로 52 (정평동) 우방펜션 112동 5호
본 죽&비빔밥 영천동부점,경상북도 영천시 동부로 43 (야사동) 1층
본 죽&비빔밥 안동병원점,"경북 안동시 앙실로 25 (수상동, 안동 코오롱하늘채) 104동 106호"
본 죽&비빔밥 포항초곡점,경상북도 포항시 북구 흥해읍 초곡지구로58번길 38-3
본 죽&비빔밥 상주점,경상북도 상주시 상산로 246 (남성동)
본 죽&비빔밥 구미산동점,경상북도 구미시 산동면 신당1로1길 17-10 103호
본 죽&비빔밥 영주가흥점,경상북도 영주시 대학로 226 (가흥동)
본 죽&비빔밥 대구대학교점,경상북도 경산시 진량읍 대구대로 244 1층
본 죽&비빔밥 경산중산점,경상북도 경산시 펜타힐즈2로 59 (중산동) 중산S테라스 1층 105호
본 죽&비빔밥 경북도청점,경상북도 안동시 풍천면 수호로 65 1층 2호
본 죽&비빔밥 포항문덕원동점,경상북도 포항시 남구 오천읍 냉천로320번길 51-6
본 죽&비빔밥 포항효자점,"경상북도 포항시 남구 효성로 12-3 (효자동, 새바빌딩) 1층"
본 죽&비빔밥 경산하양점,경상북도 경산시 하양읍 하양로 56
본 죽&비빔밥 포항세명병원점,경상북도 포항시 남구 상공로 132 (대도동)
본 죽&비빔밥 김천혁신점,경상북도 김천시 혁신3로 19
본 죽&비빔밥 구미옥계점,경상북도 구미시 옥계북로 17 (옥계동)
본 죽&비빔밥 안동강남점,경상북도 안동시 강남5길 5 1층 5호
본 죽&비빔밥 포항시외버스터미널점,경상북도 포항시 북구 중흥로 119 (죽도동)
본 죽&비빔밥 경산사동점,경상북도 경산시 백자로10길 11 경산사동사랑으로부영6차 상가2동 203호
본 죽&비빔밥 구미역점,경상북도 구미시 구미중앙로 91 1층
본 죽&비빔밥 구미형곡송정점,경상북도 구미시 신시로 68-3
본 죽&비빔밥 포항양덕점,경상북도 포항시 북구 양덕로 47
본 죽&비빔밥 마산호계점,"경상남도 창원시 마산회원구 내서읍 호원로 311 (호계리, 호계리치프라자) 105호"
본 죽&비빔밥 김해율하2지구점,경상남도 김해시 율하로 488-1 (장유동) 110호
본 죽&비빔밥 양산삼성동점,경상남도 양산시 북정로 19 (북정동)
본 죽&비빔밥 진주한일병원점,경상남도 진주시 범골로 56 (충무공동) 102호
본 죽&비빔밥 양산남부시장점,"경상남도 양산시 중앙로 136 (중부동, 서강한의원) 1층"
본 죽&비빔밥 거제아주점,경상남도 거제시 아주로 40 (아주동) 1층
본 죽&비빔밥 마산내서점,"경상남도 창원시 마산회원구 내서읍 삼계로 2 (삼계리, 삼계웰빙프라자빌딩) 112호"
본 죽&비빔밥 창원팔용점,"경상남도 창원시 의창구 팔용로 428 (팔용동, 드림피아) 114호"
본 죽&비빔밥 삼천포점,경상남도 사천시 남일로 4 (동금동) 1층
본 죽&비빔밥 경남고성점,경상남도 고성군 고성읍 중앙로 60-1 (동외리) 1층
본 죽&비빔밥 마산산호점,경상남도 창원시 마산합포구 합포로 261 (산호동) 1층
본 죽&비빔밥 밀양점,경상남도 밀양시 석정로 37 (내일동) 1층
본 죽&비빔밥 진해자은점,"경상남도 창원시 진해구 냉천로 106 (자은동, 성원아파트) 1층"
본 죽&비빔밥 통영죽림점,경남 통영시 광도면 죽림4로 52 (죽림리) 1층
본 죽&비빔밥 진주역점,"경상남도 진주시 진주역로 116 (가좌동, 더퍼스트웰가시티) 107호"
본 죽&비빔밥 김해율하점,경상남도 김해시 율하3로 37 (율하동) 101호
본 죽&비빔밥 창원유니시티점,경남 창원시 의창구 중동중앙로 47 (중동) 1층
본 죽&비빔밥 김해휴앤락몰점,경상남도 김해시 내외중앙로 137 (내동) 118호
본 죽&비빔밥 김해가야대역점,경상남도 김해시 가야로 26 (삼계동)
본 죽&비빔밥 창원한마음병원점,경상남도 창원시 의창구 용동로 45 (사림동) 202-1호
본 죽&비빔밥 김해주촌점,경상남도 김해시 주촌면 선지로46번길 5-11
본 죽&비빔밥 양산부산대병원점,경상남도 양산시 물금읍 화합2길 8
본 죽&비빔밥 진주하대점,경상남도 진주시 도동로 235 (하대동) 1층
본 죽&비빔밥 창원명곡점,"경상남도 창원시 의창구 지귀로12번길 30 (봉곡동, 스카이빌딩)"
본 죽&비빔밥 진해석동점,경상남도 창원시 진해구 진해대로776번길 5-1 (석동)
본 죽&비빔밥 진주신안점,경상남도 진주시 진양호로 299 (신안동)
본 죽&비빔밥 김해진영점,경상남도 김해시 진영읍 김해대로361번길 12 (진영읍) 시티프라자 103호
본 죽&비빔밥 진주초전점,경상남도 진주시 초전북로 74 (초전동) 금광빌 1층
본 죽&비빔밥 마산석전양덕점,경상남도 창원시 마산회원구 3·15대로 654 (석전동) 1층
본 죽&비빔밥 김해내외동점,경상남도 김해시 내외중앙로 68 (내동)
본 죽&비빔밥 양산물금역점,경남 양산시 물금읍 물금1길 14 (물금리) 세현타워102호
본 죽&비빔밥 창원스카이웰빙점,"경상남도 창원시 성산구 동산로 122 (상남동, 스카이웰빙파크) 스카이웰빙파크 119-1호"
본 죽&비빔밥 진주혁신중앙점,경상남도 진주시 충의로 20-37 (충무공동) 배재2빌딩 108호
본 죽&비빔밥 창원감계점,경상남도 창원시 의창구 북면 감계로110번길 54-7 (북면) 1층
본 죽&비빔밥 거제고현점,경상남도 거제시 서문로 73 (고현동) 1층 102호
본 죽&비빔밥 제주함덕점,제주특별자치도 제주시 조천읍 신북로 507 (함덕리) 1층
본 죽&비빔밥 제주삼화점,제주특별자치도 제주시 건주로 43 (도련일동) 삼화로데오빌딩 107호
본 죽&비빔밥 제주아라점,제주특별자치도 제주시 아란9길 6 (아라일동) 1층
본 죽&비빔밥 신제주점,"제주특별자치도 제주시 삼무로 2 (연동, 열린학원) 1층"
본 죽&비빔밥 제주노형점,"제주특별자치도 제주시 월랑로 39 (노형동, 동마빌딩) 1층"
본 죽&비빔밥 제주연동점,제주특별자치도 제주시 국기로 13-1 (연동)
본 죽&비빔밥 제주강정점,제주특별자치도 서귀포시 대청로25번길 4 (강정동) 103호
본 죽&비빔밥 세종소담점,"세종특별자치시 시청대로 236 (소담동, 새샘마을3단지) B상가 119호"
본 죽&비빔밥 세종나성점,"세종특별자치시 한누리대로 284 (나성동, 마들렌) 1층 106호"
본 죽&비빔밥 세종반곡점,"세종특별자치시 한누리대로 1820 (반곡동, 왕관빌딩) 103호"
본 죽&비빔밥 세종정부청사점,"세종특별자치시 절재로 194 (어진동, 중앙타운) 112호"
본 죽&비빔밥 세종시청점,"세종특별자치시 한누리대로 2144 (보람동, 스마트허브Ⅱ) 105호"
